Condition,Geometry Number,Location,Stenosis Percentage,Length,Width,R_scale,R_micro,R_total,P_d/P_a,CFR,CFR/FFR,discord,HMR,BMR/HMR,HSR,P_Loss_Coeff,Average Flow,Max Flow,v_distal,Q_distal,WSS_LMB,WSS_Bif,WSS_LE,WSS_TE,WSS_min,WSS_LE_min,WSS_TE_min,WSS_Area_Bifur,WSS_LE_Area,WSS_TE_Area,WSS_Area_Bifur_min,WSS_LE_Area_min,WSS_TE_Area_min,source
Non-hyperemic,83,LAD,6.182608632229936729e-01,2.5,0.79,0.24,0.0,0.24,,,,,5.916585869468815,,1.3485994519006685,,2.2450671724137945,3.385896,,,73.738332,852.979215,184.62071846528175,573.2919856747492,0.5006534469300499,2.553765858893927,2.02185921581647,0.18582817124404194,0.021351976247904594,0.11511558239034779,0.0003391995932285953,0.00046258521277146804,0.00409122918131048,mine
Non-hyperemic,77,LAD,4.829328158151106054e-01,1.66,0.69,0.24,0.0,0.24,,,,,7.471140466169564,,0.4805192795006169,,2.247051183908047,3.388888,,,72.580563,566.905208,161.6608833981458,324.3907782245379,0.4385971868568071,2.5848090517115114,3.7293101388654795,0.22965899407657928,0.05797533548948655,0.1223571992157613,0.00032141679478633103,0.0,0.0034709110687693354,mine
Non-hyperemic,79,LAD,4.944557232826486404e-01,2.5,0.69,0.24,0.0,0.24,,,,,7.15702250279729,,0.6542792257226983,,2.2413437586206895,3.38028,,,72.702594,529.12075,191.4719876735292,273.3357389142946,0.07876246470258026,1.6246770516978466,1.8448484940192258,0.1836190656158671,0.022770163825473082,0.11202890229362678,0.0004968509987861925,0.0005412571468501135,0.014772356596577428,mine
Non-hyperemic,12,LAD,5.583999396986588648e-01,2.0,0.78,0.24,0.0,0.24,0.9002473891939934,,,,6.809877813482549,,0.7545737975124522,2.1468454957748047,2.2313540229885054,3.365214,13.533511749986648,1.2856836162487315,72.906778,688.576489,200.69788349164918,539.827613101586,0.5423775976336767,4.221895807132415,2.682331630122515,0.23353897126368992,0.0442518739037604,0.13623720602752468,0.0010895777312652857,0.0,0.001874553084632572,mine
Non-hyperemic,15,LAD,5.908588520863007343e-01,1.7,0.81,0.24,0.0,0.24,0.8788557494826271,,,,6.858534730980205,,0.9454020755068132,2.252231496490698,2.2007102758620682,3.318999,13.302685838340109,1.2637551546423103,73.594507,884.939476,214.88477384609936,572.6853923076028,1.7171297346827847,3.280733021097323,4.629122747316066,0.23249633480775517,0.054289713139348245,0.1257443932576113,0.0005659536321983718,0.0,0.0002994330879892305,mine
Non-hyperemic,78,LAD,4.829328158151106054e-01,2.0,0.69,0.24,0.0,0.24,,,,,7.340950665806484,,0.5347555054853526,,2.229771816091953,3.362828,14.778912125676614,1.4039966519392784,71.801090,542.181737,183.13582576385647,315.62868951324384,0.5601945470663319,2.256168036139379,1.9999489342663397,0.22243938614210274,0.04539702280641859,0.12785923132793975,0.00039144938475073316,0.0,0.007327893056800398,mine
Non-hyperemic,49,LCX,3.007901338947706060e-01,3.0,0.9,0.24,0.0,0.24,0.9731681898802419,,,,9.973817985986823,,0.27499418204571535,1.8639489039105845,2.2357952758620696,3.371912,9.460822219153762,0.5298060442726107,75.109263,372.074982,186.67198957084653,43.87251004231281,1.0738346695627479,3.2354958886979888,7.396480675794476,0.09397668469142423,0.022234512324554385,0.0,0.0010777165826374945,0.0,0.0,mine
Non-hyperemic,76,LAD,4.980058769521806816e-01,0.9,0.69,0.24,0.0,0.24,,,,,8.132169964523014,,0.29003144955059745,,2.2483682183908043,3.390874,13.42973512149653,1.2758248365421703,72.488290,665.184074,199.867632558675,104.85722724698682,1.0412710490021568,0.9072509689451941,0.3619741358884784,0.16249425952902904,0.09096958024114572,0.02038042808088674,0.006276169708159676,0.0033884317307347526,0.014466866224280409,mine
Non-hyperemic,82,LAD,6.182608632229936729e-01,2.0,0.79,0.24,0.0,0.24,,,,,6.20732936224405,,1.1907413270302238,,2.239165701149425,3.376995,,,72.869805,925.797219,192.93982863263747,664.7859390593799,0.7015807615532946,0.8931695498947707,3.369008542385262,0.1916373248652848,0.023873220945818067,0.12670337148611954,0.00013919531898147405,0.0,0.001734462200287446,mine
Non-hyperemic,71,LAD,3.090435692874633489e-01,2.5,0.9,0.24,0.0,0.24,,,,,8.208855607562766,,0.20468585740826145,,2.2371156666666674,3.373904,13.24723795022439,1.258487605271317,71.583933,355.29285100000004,175.06574911946728,79.99429624851169,0.31094784179909224,0.31094784179909224,6.536665709621767,0.1494278423061315,0.02271077146136564,0.03322585214773109,0.00021249789388315578,0.0001557565801737157,0.0,mine
Non-hyperemic,25,LAD,5.583999396986588648e-01,2.5,0.78,0.24,0.0,0.24,0.880079226245919,,,,6.660137479727859,,0.9075192506070395,2.2217172590875394,2.229073816091954,3.361775,13.699126212822955,1.3014169902181807,73.512420,660.457401,187.97213165721092,401.136847704374,0.3293240105197926,3.0292420692749276,1.4859416519086108,0.23154557186121102,0.04452184001607584,0.12122973468170985,0.00031499199758615293,0.0,0.00839696803131221,mine
Non-hyperemic,22,LAD,4.813122844963170222e-01,2.5,0.71,0.24,0.0,0.24,0.9297892177750497,,,,7.503014288884842,,0.5665719629747614,2.0586962664285737,2.2300898965517244,3.363308,12.448387330062019,1.1825967963558919,72.287610,479.266001,181.29647071920988,253.7670243747511,0.10596013327672447,2.195178172961216,1.5390425980776377,0.2336671911572692,0.044966889003711555,0.11847371133003028,0.0021963718946901196,0.0,0.0230863995221608,mine
Non-hyperemic,14,LAD,5.908588520863007343e-01,1.5,0.81,0.24,0.0,0.24,0.886219332522125,,,,6.705394173903837,,0.8608977448480419,2.200213909552309,2.2169028850574715,3.34342,13.655007418841352,1.2972257047899285,73.661517,936.706734,241.06127648974456,526.3289993863617,2.3915107059106546,0.9899711539731451,0.962662722816192,0.23219403980162437,0.07340976268843519,0.12227827907018002,0.001080331174031596,0.0,0.0004130237029104192,mine
Non-hyperemic,13,LAD,5.908588520863005122e-01,1.2,0.81,0.24,0.0,0.24,0.9008489519258616,,,,7.027176196100489,,0.7734391912822509,2.170658926158348,2.222720379310345,3.352193,13.131717409617982,1.2475131539137083,72.690392,962.312151,338.28889432788003,339.06320847374724,2.901735293729768,0.41539289023324794,2.2500415013426087,0.2058821509028046,0.10119732593478993,0.08652279608641361,0.004540237849704052,0.006812162796746053,0.003947194069949019,mine
Hyperemic,57,LCX,5.985359125502809352e-01,0.9,0.5700000000000001,0.81,0.0,0.81,0.871184874015162,1.170548206300123,1.3436277892489565,2,5.710697872743237,1.2648403388270182,0.8443951311371876,2.1641176994981737,2.578639390804597,4.021568,14.553997660503695,0.8150238689882069,670.195732,1426.242068,294.62593529979483,667.8932333138738,9.170895035202573,8.226743597903061,0.011393714070600528,0.16890148042164477,0.03991963350665286,0.12585422986749323,0.023433968135060244,0.0,0.1214833661856901,mine
Hyperemic,92,LAD,2.982273990851341816e-01,0.9,0.745,0.24,0.0,0.24,0.9426890656164324,3.150224971897328,3.3417434091455904,0,2.3507809155459753,3.759671928362703,0.14291610639707608,0.9634924597598253,7.451273022988503,12.274321,39.096960528590735,3.71421125021612,1080.360693,1976.155823,882.3676985262048,264.7950132945944,31.295791551441738,3.099783261350577,3.2038913472306745,,0.258000517709216,0.18687555420246774,0.00020868178740470177,0.0,0.0006611775555870974,mine
Hyperemic,59,LCX,5.951443504385723893e-01,3.0,0.76,0.81,0.0,0.81,0.8944526595136972,1.1940792478245132,1.3349831711314037,2,7.435574061537173,1.267146075848457,0.8774137555931402,2.282566047249034,2.5989340574712645,4.065986,11.513110456902494,0.6447341855865397,240.665168,562.77639,265.042827631728,182.51978861540942,0.1182917395117803,5.948608701557494,0.28866843534404507,0.20659915155063757,0.03729076541086709,0.057739541960126914,0.00034629131196176266,0.0,0.00839307532401496,mine
Hyperemic,95,LAD,3.090435692874633489e-01,2.5,0.9,0.24,0.0,0.24,0.8580900450436191,3.161434699589238,3.6842691718076437,0,2.0049808830679297,4.094231359952895,0.3315814563378503,1.2991349614465406,7.273192149425287,11.947408,41.8802777295548,3.978626384307706,947.325016,1745.8551320000001,817.665875779977,446.49258043970497,0.6398242668267388,6.527743080074751,0.7185282605650491,,0.25982933418363796,0.19572259870067554,0.0,0.0,0.022534018757299656,mine
