b,F,Seff,n_use,df2,nL,nR,beta_pre,beta_post,delta_slope,SSR0,SSR1
3.8184184695,70.27323384236225,7,28,19,15,17,0.09710033818949702,0.018521333668181678,-0.07857900452131535,0.048272984194997336,0.010273927136150442
3.1702533964999997,59.44402672873573,4,16,10,12,20,0.12545158549929747,0.03204601881003559,-0.09340556668926188,0.023914569126000016,0.003443718668477535
3.895458052,55.99971180138893,6,24,16,16,16,0.09126882213767044,0.01790356574291449,-0.07336525639475595,0.03530784026560643,0.007846218132206538
3.751016757,55.1776552713005,6,24,16,14,18,0.10127193649193837,0.018429627202385238,-0.08284230928955313,0.04088387573384865,0.009190271992639446
4.3118342765,52.85293350598405,6,24,16,18,14,0.07497109966205691,0.013969562156156738,-0.06100153750590017,0.027194766907185166,0.006319502283474188
