Condition,Geometry Number,Location,Stenosis Percentage,Length,Width,R_scale,R_micro,R_total,P_d/P_a,CFR,CFR/FFR,discord,HMR,BMR/HMR,HSR,P_Loss_Coeff,Average Flow,Max Flow,v_distal,Q_distal,WSS_LMB,WSS_Bif,WSS_LE,WSS_TE,WSS_min,WSS_LE_min,WSS_TE_min,WSS_Area_Bifur,WSS_LE_Area,WSS_TE_Area,WSS_Area_Bifur_min,WSS_LE_Area_min,WSS_TE_Area_min,source
Non-hyperemic,1,LAD,0.452859086,1.2,0.68,0.24,0,0.24,0.964778111,,,,7.977153506,,0.291228013,1.78860285,2.227648701,3.359626,11.91748398,1.132160978,73.296575,502.177701,216.2790132,155.2828522,0.938689647,4.909217475,0.393844593,0.213106964,0.077985447,0.055963395,0.001779327,0,0.006345886,mine
Hyperemic,1,LAD,0.452859086,1.2,0.68,0.24,0,0.24,0.782795739,3.445362264,4.401355417,1,1.829608493,4.360033056,0.507665975,1.492712867,6.834801517,11.063105,41.06004957,3.900704709,833.409859,2024.27804,1020.278409,834.9112971,6.081414577,1.662341546,5.800368903,,0.275192312,0.255296529,,0,0,mine
Non-hyperemic,2,LAD,0.452859086,1.5,0.68,0.24,0,0.24,0.958955199,,,,8.144155954,,0.348582773,1.877077267,2.230283759,3.3636,11.63544327,1.105367111,72.634057,498.090884,217.2293561,201.3663133,0.568974625,4.093896733,0.985480001,0.25462124,0.050317803,0.079592383,0.001221765,0,0.011475646,mine
Hyperemic,2,LAD,0.452859086,1.5,0.68,0.24,0,0.24,0.760538535,3.397680536,4.467466644,1,1.845525918,4.412918766,0.58107817,1.567823364,6.758107023,10.629883,39.53351914,3.755684318,745.969052,1900.432391,,,3.471682725,,,,,,,,,mine
Non-hyperemic,3,LAD,0.452859086,1.7,0.68,0.24,0,0.24,0.955921752,,,,8.078914117,,0.37252461,1.903159997,2.229817954,3.362898,11.70979391,1.112430422,73.305043,458.308797,210.7213309,214.4261702,0.295901451,6.235184493,1.514652714,0.25108967,0.045033024,0.099649219,0.001156746,0,0.011935928,mine
Hyperemic,3,LAD,0.452859086,1.7,0.68,0.24,0,0.24,0.745970665,3.438357287,4.609239273,1,1.785816658,4.523932556,0.608133588,1.579653016,6.790127793,8.919556,40.26245523,3.824933247,853.378861,2082.036108,,,1.139296282,,,,,,,,,mine
Non-hyperemic,4,LAD,0.440793595,2,0.67,0.24,0,0.24,0.9560327,,,,8.139973964,,0.374351919,1.908633367,2.240501667,3.37901,11.61986216,1.103886905,72.379322,414.588221,,,0.564935623,,,,,,,,,mine
Hyperemic,4,LAD,0.440793595,2,0.67,0.24,0,0.24,0.747936725,3.448804296,4.611090991,1,1.790297889,4.546714831,0.60335097,1.578254768,6.762165207,10.876202,40.07463053,3.8070899,781.208763,1783.614223,841.115741,1001.101171,0.274954231,1.661024745,7.17779982,0.906541545,0.230608509,0.209748562,0,0,0,mine
Non-hyperemic,5,LAD,0.481312284,1.2,0.71,0.24,0,0.24,0.956480977,,,,7.549227639,,0.343483058,1.838022028,2.230272253,3.363583,12.54404411,1.191684191,73.820153,539.581591,241.2389221,194.9969951,0.83728639,2.778466275,0.80850371,0.215244674,0.088372952,0.060611219,0.002194876,0.001041511,0.001473176,mine
Hyperemic,5,LAD,0.481312284,1.2,0.71,0.24,0,0.24,0.744042726,,,,1.704661456,4.428578831,0.586418608,,6.70194192,10.671385,,,554.574982,1365.681849,982.1901587,905.2586432,6.116579805,3.294623164,3.661837349,,0.276052965,0.25215725,0,0,0.000151037,mine
Non-hyperemic,6,LAD,0.481312284,1.5,0.71,0.24,0,0.24,0.949253756,,,,8.067110786,,0.431260422,1.967352132,2.210532299,3.333812,11.69342545,1.110875418,73.222563,544.47041,222.2431696,257.1140475,2.023638889,6.7074906,0.607037322,0.248813526,0.049904383,0.087874656,0.002199565,0,0.005448233,mine
Hyperemic,6,LAD,0.481312284,1.5,0.71,0.24,0,0.24,0.71822657,3.342979523,4.654491583,1,1.773689614,4.548208842,0.695850903,1.650995007,6.671608126,9.237415,39.09088184,3.713633775,818.044982,1967.172652,,,6.527799849,,,,,,,,,mine
Non-hyperemic,7,LAD,0.481312284,1.7,0.71,0.24,0,0.24,0.945567727,,,,7.804836913,,0.449290943,,2.234609931,3.370125,,,,,214.3570902,284.3489705,0.573063861,4.830902877,1.913321992,0.247469346,0.047698303,0.114204371,0.001257942,0,0.007936994,mine
Hyperemic,7,LAD,0.481312284,1.7,0.71,0.24,0,0.24,0.707715955,,,,1.745610644,4.47112129,0.720930673,1.669146754,6.520036149,10.051321,38.84195043,3.68998529,854.802792,1956.971145,,,1.005150111,,,,,,,,,mine
Non-hyperemic,8,LAD,0.481312284,2,0.71,0.24,0,0.24,0.942095867,,,,7.458188926,,0.458403414,1.961411802,2.22294969,3.352539,12.60057377,1.197054508,73.935341,486.440241,183.2759752,292.1908383,0.463671019,3.932162159,2.838585117,0.24504527,0.045971854,0.131556534,0.000795019,0,0.007730967,mine
Hyperemic,8,LAD,0.481312284,2,0.71,0.24,0,0.24,0.696882978,3.300882616,4.736638315,1,1.605385816,4.645729926,0.698280461,1.625563768,6.467248103,9.958848,41.59301491,3.951336417,768.942716,1837.066068,,,0.29983334,,,,,,,,,mine
Non-hyperemic,9,LAD,0.55839994,1.2,0.78,0.24,0,0.24,0.92319331,,,,7.19919996,,0.59895009,,2.239974598,3.378215,,,,,293.2155724,271.283541,8.342805702,1.409786453,3.08439762,0.20663671,0.097920861,0.071734606,0.004004779,0.0063946,0.000956233,mine
Hyperemic,9,LAD,0.55839994,1.2,0.78,0.24,0,0.24,0.629637691,,,,1.592238134,4.521434205,0.936578288,1.793130814,6.178156552,9.622707,37.92866452,3.603223129,675.230019,2536.069532,894.0199569,1114.227684,11.80404458,5.017626508,8.503777286,0.859844844,0.2744707,0.246112697,0,0,0,mine
Non-hyperemic,10,LAD,0.55839994,1.5,0.78,0.24,0,0.24,0.911735035,,,,7.516776019,,0.727698235,2.171493824,2.20679708,3.328179,12.33138274,1.17148136,74.824396,769.603054,219.9358358,403.9865433,3.84206545,4.924258209,1.08854576,0.239651445,0.068453755,0.108156495,0.001023535,0,0.00199199,mine
Hyperemic,10,LAD,0.55839994,1.5,0.78,0.24,0,0.24,0.603438553,2.886278952,4.783053614,1,1.616243971,4.650768173,1.062146336,1.875388555,4.644740483,7.042027,35.59181044,3.381221992,828.28908,2343.246802,723.0299951,1425.093652,6.554413139,0.95519676,7.991082505,0.879668812,0.243144655,0.211911703,0.000106674,0.000233443,0,mine
Non-hyperemic,11,LAD,0.55839994,1.7,0.78,0.24,0,0.24,0.90567592,,,,6.964038449,,0.725288706,,2.224740713,3.35524,,,,,218.5433258,457.580077,0.693559034,1.222534555,3.377743549,0.237365651,0.05173095,0.125684334,0.001010383,0,0.000577252,mine
Hyperemic,11,LAD,0.55839994,1.7,0.78,0.24,0,0.24,0.589783562,,,,1.496766966,4.65272057,1.041057184,1.840111966,5.999472437,9.301468,37.83701779,3.59451669,694.570039,2346.957536,685.0532819,1616.874324,2.393969268,1.344380127,9.381607927,0.890405763,0.226796352,0.197120471,0.000206067,0.000446572,0,mine
Non-hyperemic,12,LAD,0.55839994,2,0.78,0.24,0,0.24,0.900247389,,,,6.809877813,,0.754573798,2.146845496,2.231354023,3.365214,13.53351175,1.285683616,72.906778,688.576489,200.6978835,539.8276131,0.542377598,4.221895807,2.68233163,0.233538971,0.044251874,0.136237206,0.001089578,0,0.001874553,mine
Hyperemic,12,LAD,0.55839994,2,0.78,0.24,0,0.24,0.577799121,2.904516278,5.026861712,1,1.417515596,4.804093749,1.035786157,1.821340063,5.969609989,8.709118,39.30830518,3.734288992,661.602462,2048.599702,,,1.325395874,,,,,,,,,mine
Non-hyperemic,13,LAD,0.590858852,1.2,0.81,0.24,0,0.24,0.900848952,,,,7.027176196,,0.773439191,2.170658926,2.222720379,3.352193,13.13171741,1.247513154,72.690392,962.312151,338.2888943,339.0632085,2.901735294,0.41539289,2.250041501,0.205882151,0.101197326,0.086522796,0.004540238,0.006812163,0.003947194,mine
Hyperemic,13,LAD,0.590858852,1.2,0.81,0.24,0,0.24,0.576869098,2.78149807,4.821714457,1,1.510185059,4.653188795,1.107713983,1.882381627,5.882034057,8.897737,36.52584662,3.469955429,,2642.526706,913.2225482,1168.741477,16.90358109,8.315521377,3.452354719,0.846077949,0.274595829,0.240395398,0,0,0,mine
Non-hyperemic,14,LAD,0.590858852,1.5,0.81,0.24,0,0.24,0.886219333,,,,6.705394174,,0.860897745,2.20021391,2.216902885,3.34342,13.65500742,1.297225705,73.661517,936.706734,241.0612765,526.3289994,2.391510706,0.989971154,0.962662723,0.23219404,0.073409763,0.122278279,0.001080331,0,0.000413024,mine
Hyperemic,14,LAD,0.590858852,1.5,0.81,0.24,0,0.24,0.54514387,2.713687573,4.977929176,1,1.414443055,4.740660396,1.180180372,1.903650881,5.788441356,9.039884,37.05542395,3.520265275,682.219004,2592.773447,,,4.386170627,,,,,,,,,mine
Non-hyperemic,15,LAD,0.590858852,1.7,0.81,0.24,0,0.24,0.878855749,,,,6.858534731,,0.945402076,2.252231496,2.200710276,3.318999,13.30268584,1.263755155,73.594507,884.939476,214.8847738,572.6853923,1.717129735,3.280733021,4.629122747,0.232496335,0.054289713,0.125744393,0.000565954,0,0.000299433,mine
Hyperemic,15,LAD,0.590858852,1.7,0.81,0.24,0,0.24,0.526045053,2.620506379,4.981524613,1,1.451330108,4.725689004,1.307616297,1.974710048,5.668163379,9.272831,34.8597731,3.311678444,686.98256,2670.552745,,,0.825994444,,,,,,,,,mine
Non-hyperemic,16,LAD,0.590858852,2,0.81,0.24,0,0.24,0.87107208,,,,6.247878519,,0.924752384,2.203949338,2.213717023,3.338615,14.54220965,1.381509916,72.312544,799.287205,219.4918227,606.3764481,1.130842172,3.623583409,2.996611499,0.233094424,0.052025272,0.140020432,0.001072864,0,0.000266609,mine
Hyperemic,16,LAD,0.590858852,2,0.81,0.24,0,0.24,0.51708239,2.727409822,5.274613631,1,1.262512114,4.948767185,1.17909514,1.873722328,5.723283207,7.86791,39.66256542,3.767943715,581.733328,2169.667977,,,0.734119248,,,,,,,,,mine
Non-hyperemic,17,LAD,0.452859086,2.3,0.68,0.24,0,0.24,0.946436969,,,,,,,,2.203966299,3.323909,,,,,211.1425082,232.723886,0.264209619,4.280223794,1.696836115,0.239294245,0.04347313,0.119512821,0.001158678,0,0.025380927,mine
Non-hyperemic,18,LAD,0.452859086,2.5,0.68,0.24,0,0.24,0.942956412,,,,7.859919513,,0.475481158,2.000156973,2.227354782,3.359183,11.95447802,1.135675412,72.122823,446.084813,206.188497,203.5953779,0.161950076,1.933647702,1.471505898,0.232543852,0.041728797,0.114279139,0.001099694,0,0.034724326,mine
Hyperemic,18,LAD,0.452859086,2.5,0.68,0.24,0,0.24,0.698815174,3.282422064,4.697124771,1,1.71049844,4.595104754,0.737213779,1.674422683,6.511574356,10.717489,39.23964241,3.727766029,769.259048,1876.517458,,,0.249105435,,,,,,,,,mine
Non-hyperemic,20,LAD,0.452859086,2.7,0.68,0.24,0,0.24,0.939512971,,,,,,,,2.228638897,3.361119,,,,,197.3588071,208.1977703,0.038296445,1.086500237,1.365481636,0.226867074,0.044996536,0.112913744,0.000950416,0,0.042726251,mine
Non-hyperemic,22,LAD,0.481312284,2.5,0.71,0.24,0,0.24,0.929789218,,,,7.503014289,,0.566571963,2.058696266,2.230089897,3.363308,12.44838733,1.182596796,72.28761,479.266001,181.2964707,253.7670244,0.105960133,2.195178173,1.539042598,0.233667191,0.044966889,0.118473711,0.002196372,0,0.0230864,mine
Hyperemic,22,LAD,0.481312284,2.5,0.71,0.24,0,0.24,0.661776337,3.155050349,4.767547848,1,1.617268734,4.639312027,0.826561069,1.723709839,6.33915646,9.590172,39.27528879,3.731152435,736.532308,1733.477824,,,0.563536841,,,,,,,,,mine
Non-hyperemic,25,LAD,0.55839994,2.5,0.78,0.24,0,0.24,0.880079226,,,,6.66013748,,0.907519251,2.221717259,2.229073816,3.361775,13.69912621,1.30141699,73.51242,660.457401,187.9721317,401.1368477,0.329324011,3.029242069,1.485941652,0.231545572,0.04452184,0.121229735,0.000314992,0,0.008396968,mine
Hyperemic,25,LAD,0.590858852,2.5,0.81,0.24,0,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,mine
Non-hyperemic,26,LAD,0.58834017,2.5,0.78,0.24,0,0.24,0.849784532,,,,6.506869145,,1.150212029,2.321034218,2.231082184,3.364804,13.81331662,1.312265079,73.584895,779.126378,176.8061617,490.2939095,0.402930656,5.127062708,1.396786086,0.229684946,0.048071808,0.123223979,0.000538601,0,0.008335279,mine
Hyperemic,26,LAD,0.58834017,2.5,0.78,0.24,0,0.24,0.483869963,2.559541561,5.289730212,1,1.315848432,4.944998975,1.403577309,1.999330466,5.521073759,8.554116,35.35575798,3.358797008,555.281961,,498.4516702,1382.06823,0.810531592,4.398622813,0.964112148,0.854260056,0.167622329,0.154369602,0,0,0.003152871,mine
Hyperemic,27,LAD,0.440793595,3,0.67,0.24,0,0.24,0.690827368,,,,1.714282633,,0.767209433,1.698071416,6.518807241,10.476556,38.67201467,3.673841393,807.217486,1641.570559,689.422165,931.1602991,,1.566998383,1.104717944,0.906039139,0.197018057,0.168832423,0,0,0,mine
Hyperemic,28,LAD,0.479182199,3,0.67,0.24,0,0.24,0.63411731,,,,1.545034365,,0.891477526,1.755498358,6.269492517,10.018652,39.37008216,3.740157805,776.568645,1719.913802,702.9437029,1087.71143,0.619988232,2.946887861,1.840773885,0.89644805,0.188924191,0.161637911,0,0,0.000124778,mine
Hyperemic,29,LAD,0.574482265,3,0.67,0.24,0,0.24,0.521871953,,,,,,,,5.710921897,8.978154,36.73092602,3.489437972,641.741912,1830.526006,555.8838788,1059.146014,,3.858521911,0.868700168,0.87493965,0.165870629,0.150224341,0,0,0.000238684,mine
Hyperemic,30,LAD,0.589102286,3,0.67,0.24,0,0.24,0.469546489,,,,1.291723809,,1.459279211,2.020689852,5.458982977,8.576897,34.9947442,3.324500699,596.237418,1840.200601,532.3045266,1166.234728,,4.616771149,1.719785666,0.852101575,0.158821953,0.14646903,0,0,0.001130924,mine
Hyperemic,31,LAD,0.452859086,2.5,0.68,0.43,0,0.43,0.833068698,2.14798901,2.578405615,0,3.131865822,2.509660362,0.627567017,1.788651717,4.39696892,7.559204,25.6780874,2.439418303,438.844546,1102.881711,522.8618905,605.2747147,0.210472919,1.826057334,1.963705688,0.688282732,0.12361164,0.160222875,0,0,0.003498645,mine
Hyperemic,32,LAD,0.452859086,2.5,0.68,0.62,0,0.62,0.89239046,1.552603021,1.739824763,2,4.650418109,1.6901533,0.560773985,1.880751093,3.27396046,5.556566,18.56055868,1.763253075,295.008377,780.2767,378.6503972,395.5863341,0.504660288,4.26662749,2.117969214,0.487318798,0.091146573,0.146186286,0,0,0.007950747,mine
Hyperemic,33,LAD,0.452859086,2.5,0.68,0.81,0,0.81,0.924239662,1.198725147,1.296985183,2,6.243739234,1.258848139,0.511802095,1.953406105,2.599016575,4.135181,14.33013342,1.361362675,209.035986,571.315399,275.2650262,266.9543567,0.27694361,4.29348512,1.747718444,0.292128464,0.069904053,0.130199471,0.00036841,0,0.017344086,mine
Hyperemic,34,LAD,0.58834017,2.5,0.78,0.43,0,0.43,0.653378853,1.809431394,2.769344899,3,2.522209806,2.579828661,1.338046451,2.129185383,3.869900874,6.417136,24.99424874,2.374453631,362.853009,1503.760284,379.0663565,1042.439594,1.216785459,1.604850444,1.403350804,0.621188617,0.111729742,0.14663327,0.000376144,0.000804848,0.003321649,mine
Hyperemic,35,LAD,0.58834017,2.5,0.78,0.62,0,0.62,0.752476279,1.378350408,1.831752637,3,3.818442647,1.704063606,1.256059707,2.219906958,2.980505609,4.876324,19.0395906,1.808761107,254.535953,1127.190525,284.5744351,770.9197411,0.812941709,0.812941709,1.429868362,0.401370868,0.082567827,0.137130202,0,0,0.004732324,mine
Hyperemic,36,LAD,0.58834017,2.5,0.78,0.81,0,0.81,0.814386017,1.101757123,1.352868419,2,5.181668623,1.255747833,1.181000327,2.290420464,2.424657839,3.777631,15.21891998,1.445797398,187.553552,874.125894,215.2949628,566.7719913,0.440666205,4.471410252,1.459615658,0.254525137,0.059022813,0.128803005,0.000316264,0,0.006148238,mine
Non-hyperemic,37,LAD,1.22E-15,0.1,0.251,0.24,0,0.24,0.99304129,,,,7.4647482,,0.052309022,0.987032225,2.156673741,3.346245,13.55497304,1.287722439,83.699386,411.703468,,,,,,,,,,,,mine
Hyperemic,38,LAD,1.22E-15,0.1,0.251,0.24,0,0.24,0.964578422,3.774861785,3.913483546,0,1.800845216,4.145135925,0.066131252,0.51196131,7.461479057,12.545064,51.16814974,4.860974225,1010.994858,1929.592179,936.3744589,936.3744589,,25.64289425,4.36929602,0.903215595,0.253257595,0.246738978,0,0,0,mine
Hyperemic,39,LAD,1.22E-15,0.1,0.251,0.43,0,0.43,0.980134583,2.32204511,2.369108438,0,3.003824285,2.485081513,0.060881662,0.68707147,4.726278621,8.421709,31.47525887,2.990149593,559.284393,1107.928699,545.2060713,545.2060713,,12.38220519,2.367019543,0.631962901,0.127953558,0.110807818,0,0,0,mine
Hyperemic,40,LAD,1.22E-15,0.1,0.251,0.62,0,0.62,0.986495549,1.65664792,1.679326299,2,4.247876024,1.757289563,0.058150523,0.813779024,3.429377322,5.986192,22.4558179,2.133302701,358.635663,732.675363,371.0658622,371.0658622,,7.043540166,1.795913076,0.292548941,0.088418921,0.082535565,5.21E-05,0,0.000128094,mine
Hyperemic,41,LAD,1.22E-15,0.1,0.251,0.81,0,0.81,0.989914157,1.280254585,1.293298592,2,5.521875104,1.351850243,0.056260199,0.911360546,2.68484431,4.464591,17.35381638,1.648612556,249.423284,514.053816,266.3086568,266.3086568,,6.753689152,0.8374723,0.110427048,0.071852514,0.053683667,0.000396554,0,0.000703788,mine
Hyperemic,42,LAD,0.452537445,1.2,0.63,0.43,0,0.43,0.887854602,2.240557686,2.523563747,0,3.208640971,2.486147119,0.405285188,1.581774305,4.533894816,7.645781,26.70181032,2.53667198,572.029588,1276.523595,617.0461793,486.5854532,3.39641942,0.736884346,1.634631055,0.67103077,0.232438851,0.18818282,5.77E-05,0.000130823,0.000591522,mine
Hyperemic,43,LAD,0.452537445,1.2,0.63,0.62,0,0.62,0.930585431,1.607385885,1.727284601,2,4.698202113,1.697916206,0.35045001,1.66287563,3.345518253,5.622249,19.15599553,1.819819576,376.75685,879.953135,428.0651503,318.2708078,1.553923875,3.474728578,0.822176006,0.47840847,0.1802907,0.124979074,0.000123093,8.16E-05,0.001021279,mine
Hyperemic,44,LAD,0.452537445,1.2,0.63,0.81,0,0.81,0.952184572,1.241780297,1.304138224,2,6.228996279,1.280648302,0.312798728,1.725589917,2.641871828,4.307206,14.79889679,1.405895195,265.821498,644.577906,315.5809589,219.2082376,1.170979142,4.934876195,1.668200689,0.298717741,0.128476123,0.084384567,0.000661786,0,0.002517894,mine
Hyperemic,45,LAD,0.588518179,1.2,0.63,0.43,0,0.43,0.75687112,2.079651818,2.747696092,1,2.675958768,2.626040536,0.859595302,1.898536155,4.163569989,6.954037,27.30939998,2.594392998,438.439425,1938.923303,643.1548609,800.2244054,14.09999587,2.93199149,3.324824977,0.641197089,0.236326601,0.191061902,0,0,0,mine
Hyperemic,46,LAD,0.588518179,1.2,0.63,0.62,0,0.62,0.83802784,1.553905756,1.854241211,2,3.972473457,1.768967439,0.767790849,1.976051007,3.151380379,5.240391,20.40545128,1.938517871,301.783643,1446.800495,471.7756519,552.5574214,6.921315176,0.326305779,2.671673424,0.439854427,0.189431158,0.148597372,0.001170181,0.0023423,0.00029183,mine
Hyperemic,47,LAD,0.588518179,1.2,0.63,0.81,0,0.81,0.884487256,1.233013206,1.394042931,2,5.288602874,1.328739624,0.690683813,2.030544301,2.527047931,4.044263,16.19158099,1.538200194,218.421619,1108.984903,351.8535791,393.3311416,5.882394093,0.494837712,3.780897329,0.271407946,0.133467847,0.098850178,0.00266598,0.004257938,0.00029183,mine
Non-hyperemic,48,LCX,0.302549531,0.9,0.61,0.24,0,0.24,0.988900287,,,,8.659774615,,0.097199903,1.345756915,2.230621333,3.364109,11.02714786,0.61752028,82.268671,442.209096,224.7735733,51.99510656,0.214855708,6.147477707,0.175428503,0.129793305,0.027076142,0,0.024261562,0,0.087953811,mine
Non-hyperemic,49,LCX,0.300790134,3,0.9,0.24,0,0.24,0.97316819,,,,9.973817986,,0.274994182,1.863948904,2.235795276,3.371912,9.460822219,0.529806044,75.109263,372.074982,186.6719896,43.87251004,1.07383467,3.235495889,7.396480676,0.093976685,0.022234512,0,0.001077717,0,0,mine
Non-hyperemic,50,LCX,0.598535913,0.9,0.57,0.24,0,0.24,0.900407706,,,,7.223121032,,0.798934962,2.208472709,2.252098241,3.396499,12.4334885,0.696275356,545.600706,1205.501572,221.0773475,544.1888339,7.660404585,3.212417762,0.412724532,0.147530565,0.031475742,0.118833509,0.023547944,0,0.122726622,mine
Non-hyperemic,51,LCX,0.59514435,3,0.76,0.24,0,0.24,0.917344845,,,,9.421958494,,0.848942952,2.345273267,2.224440172,3.354787,9.641831125,0.539942543,200.987644,447.142565,197.6419258,135.3643342,0.097713442,8.026376076,0.268712945,0.157146669,0.020166348,0.046331289,0.00098745,0,0.014203652,mine
Non-hyperemic,52,LCX,0.457697176,1.2,0.735,0.24,0,0.24,0.960838329,,,,9.877119303,,0.4025698,2.028356809,2.227022563,3.358682,9.485029,0.531161624,211.371272,605.776948,248.9723224,194.9976271,0.655363668,2.76292905,1.640537221,0.1971184,0.032783853,0.096064471,0.001156198,0,0.063766699,mine
Hyperemic,52,LCX,0.302549531,0.9,0.61,0.24,0,0.24,0.912696236,3.576720155,3.91885056,0,2.112068729,4.100138644,0.202029485,1.110020876,7.382394908,12.34426,39.44102199,2.208697232,1046.328859,2187.311718,1106.017478,322.0827865,3.207490599,10.41412038,11.47801754,0.890435767,0.192953501,0.243759665,6.92E-05,0,0,mine
Non-hyperemic,53,LCX,0.451465055,2.5,0.73,0.24,0,0.24,0.942372078,,,,9.661427465,,0.590815461,2.191071731,2.226590931,3.358031,9.570495,0.53594772,198.081678,435.046658,210.645905,134.7038104,0.20041921,6.606279086,1.293924851,0.173931328,0.020049188,0.054746859,0.000918437,0,0.039192604,mine
Hyperemic,53,LCX,0.302549531,0.9,0.61,0.81,0,0.81,0.9845733,1.21739599,1.236470652,2,7.010223977,1.23530641,0.109839076,1.313416084,2.682877897,4.45746,13.42440559,0.751766713,260.938233,643.138253,327.4876462,78.10411912,0.494207227,5.905872241,0.283072996,0.190958772,0.042847529,0.00846193,0.018778421,0,0.084014607,mine
Non-hyperemic,54,LCX,0.608561873,1.2,0.875,0.24,0,0.24,0.865901213,,,,8.031126882,,1.243749696,2.45791763,2.208449276,3.33067,10.898573,0.610320088,627.094326,1141.96969,240.4906229,601.3965618,12.47813523,2.02648002,0.122172293,0.167109634,0.033775423,0.110209616,0.000825798,0,0.152271469,mine
Hyperemic,54,LCX,0.300790134,3,0.9,0.24,0,0.24,0.842737951,3.23513852,3.838842807,0,2.529300165,3.943311326,0.471988863,1.588664269,7.312828839,12.119358,30.60707039,1.713995942,1084.868221,1863.389237,925.3396628,232.5527115,2.143027843,5.176404848,2.967450936,0.924223152,0.187945616,0.104906821,0,0,0.006228525,mine
Non-hyperemic,55,LCX,0.595805649,2.5,0.75,0.24,0,0.24,0.932858763,,,,9.476226863,,0.682038507,2.247874003,2.235823897,3.371955,9.693691,0.542846696,226.982911,449.229216,197.9610369,149.5756865,0.111434756,6.195088282,1.269094253,0.174948908,0.020718959,0.059159891,0.000608415,0,0.030088842,mine
Hyperemic,55,LCX,0.300790134,3,0.9,0.81,0,0.81,0.964690223,1.208388023,1.252617674,2,8.079212891,1.234503673,0.295716902,1.813295134,2.678678724,4.363152,11.43234426,0.640211279,267.775446,534.485786,270.9768647,61.44473693,0.379101071,3.989964346,6.289354415,0.195403341,0.042533224,0,0.000587942,0,0,mine
Hyperemic,56,LCX,0.598535913,0.9,0.57,0.24,0,0.24,0.572520443,3.242148259,5.662938845,1,1.310531256,5.511597682,0.978524569,1.785700147,6.556845,10.417828,40.31121309,2.257427933,1866.911607,3448.994889,1035.856331,1727.560353,13.28389105,22.32315889,0.194467876,,0.209743864,0.153524985,0.015276951,0,0.061447091,mine
Hyperemic,57,LCX,0.598535913,0.9,0.57,0.81,0,0.81,0.871184874,1.170548206,1.343627789,2,5.710697873,1.264840339,0.844395131,2.164117699,2.578639391,4.021568,14.55399766,0.815023869,670.195732,1426.242068,294.6259353,667.8932333,9.170895035,8.226743598,0.011393714,0.16890148,0.039919634,0.12585423,0.023433968,0,0.121483366,mine
Hyperemic,58,LCX,0.59514435,3,0.76,0.24,0,0.24,0.640768073,2.96155842,4.621888236,1,2.06008946,4.573567643,1.154941915,2.007434598,6.725018759,10.989131,28.55484615,1.599071384,814.901746,1735.756854,888.6050457,595.7586515,0.734339432,20.87221544,0.73899006,0.932497011,0.19098163,0.098250316,0,0,0,mine
Hyperemic,59,LCX,0.59514435,3,0.76,0.81,0,0.81,0.89445266,1.194079248,1.334983171,2,7.435574062,1.267146076,0.877413756,2.282566047,2.598934057,4.065986,11.51311046,0.644734186,240.665168,562.77639,265.0428276,182.5197886,0.11829174,5.948608702,0.288668435,0.206599152,0.037290765,0.057739542,0.000346291,0,0.008393075,mine
Non-hyperemic,60,LAD,0.107557517,0.9,0.43,0.24,0,0.24,,,,,8.25391298,,0.064174015,,2.238478954,3.37596,13.32826963,1.266185615,72.425202,376.06429,197.8200537,40.26746024,20.40407798,1.760339063,17.85089822,0.059057031,0.031369187,0,0.000467712,0,0,arnav
Non-hyperemic,61,LAD,0.111733198,1.66,0.58,0.24,0,0.24,,,,,8.341907181,,0.094999379,,2.234540552,3.37002,13.12306,1.2466907,71.991405,377.23309,198.0860023,44.4132129,0.799562332,0.799562332,20.04949129,0.058697419,0.021414094,0,0.00060404,0.000734387,0,arnav
Non-hyperemic,62,LAD,0.111377031,2,0.43,0.24,0,0.24,,,,,8.153385556,,0.09589614,,2.214537678,3.339853,13.42949188,1.275801729,73.055018,378.477252,199.2940243,44.89863099,1.120261943,1.120261943,22.34067916,0.058468687,0.032301807,0,0.000802563,0.001221988,0,arnav
Non-hyperemic,63,LAD,0.111733198,2.5,0.58,0.24,0,0.24,,,,,7.888227221,,0.118547692,,2.228377023,3.360724,13.84156158,1.31494835,72.850399,377.025144,198.5798114,48.73507365,0.819291388,0.819291388,23.72575198,0.057276879,0.021389904,0,0.000342249,0.000645103,0,arnav
Non-hyperemic,64,LAD,0.197188781,0.9,0.43,0.24,0,0.24,,,,,8.76830749,,0.074486784,,2.250052092,3.393414,12.53549731,1.190872244,72.792531,366.918236,188.5161329,42.66136281,24.81033048,2.625450832,17.62139847,0.059759851,0.02247909,0,0.000254332,0,0,arnav
Non-hyperemic,65,LAD,0.204844196,1.66,0.58,0.24,0,0.24,,,,,8.679724404,,0.107841182,,2.225889874,3.356973,12.59521286,1.196545222,73.134932,376.431805,191.0661508,48.9994855,1.778109636,1.778109636,16.31640702,0.05747065,0.022474337,0,0.00015953,0,0,arnav
Non-hyperemic,66,LAD,0.204844196,2,0.58,0.24,0,0.24,,,,,8.487020297,,0.113901551,,2.223871609,3.35393,12.89356484,1.22488866,73.749309,363.091227,184.1464339,53.52795785,1.839462031,1.839462031,17.1578875,0.05975822,0.033001352,0,0.000758811,0.000794503,0,arnav
