Condition,Geometry Number,Location,Stenosis Percentage,Length,Width,R_scale,R_micro,R_total,P_d/P_a,CFR,CFR/FFR,discord,HMR,BMR/HMR,HSR,P_Loss_Coeff,Average Flow,Max Flow,v_distal,Q_distal,WSS_LMB,WSS_Bif,WSS_LE,WSS_TE,WSS_min,WSS_LE_min,WSS_TE_min,WSS_Area_Bifur,WSS_LE_Area,WSS_TE_Area,WSS_Area_Bifur_min,WSS_LE_Area_min,WSS_TE_Area_min,source
Hyperemic,354,,,,,,,,0.875,3.4,3.885714286,0,2.058823529,3.885714286,,1.337694175,,,,,,,,,,,,,,,,,,garcia
Hyperemic,355,,,,,,,,0.88,2.454545455,2.789256199,0,1.62962963,2.789256198,,1.015045736,,,,,,,,,,,,,,,,,,garcia
Hyperemic,356,,,,,,,,0.88,1.733333333,1.969696969,2,3.384615385,1.871212121,,1.64988656,,,,,,,,,,,,,,,,,,garcia
Hyperemic,357,,,,,,,,0.882352941,1.461538462,1.656410257,2,1.315789474,1.734358974,,0.888902298,,,,,,,,,,,,,,,,,,garcia
Hyperemic,358,,,,,,,,0.883116883,2.058823529,2.331314879,0,1.942857143,2.603806228,,1.26675843,,,,,,,,,,,,,,,,,,garcia
Hyperemic,359,,,,,,,,0.88372093,2.025751073,2.292297267,0,1.610169492,2.372261125,,1.052768012,,,,,,,,,,,,,,,,,,garcia
Hyperemic,360,,,,,,,,0.884210526,2.527472527,2.858451073,0,3.652173913,2.948717949,,1.718589023,,,,,,,,,,,,,,,,,,garcia
Hyperemic,361,,,,,,,,0.884210526,2.388888889,2.701719578,0,1.953488372,2.616402116,,1.175107784,,,,,,,,,,,,,,,,,,garcia
Hyperemic,362,,,,,,,,0.886075949,2.6,2.934285716,0,1.794871795,2.822857143,,1.172765305,,,,,,,,,,,,,,,,,,garcia
Hyperemic,363,,,,,,,,0.886792453,2.25,2.537234042,0,2.611111111,2.704787234,,1.367228254,,,,,,,,,,,,,,,,,,garcia
Hyperemic,364,,,,,,,,0.888888889,3.953488372,4.447674418,0,4.235294118,4.228036176,,1.893996676,,,,,,,,,,,,,,,,,,garcia
Hyperemic,365,,,,,,,,0.888888889,3.470588235,3.904411764,0,1.491525424,3.707219251,,0.900340671,,,,,,,,,,,,,,,,,,garcia
Hyperemic,366,,,,,,,,0.888888889,2.923076923,3.288461538,0,2.105263158,3.361538462,,1.241084816,,,,,,,,,,,,,,,,,,garcia
Hyperemic,367,,,,,,,,0.888888889,2.806451613,3.157258064,0,0.91954023,3.33266129,,0.521613504,,,,,,,,,,,,,,,,,,garcia
Hyperemic,368,,,,,,,,0.891304348,2.2,2.468292682,0,1.490909091,2.52195122,,0.919926631,,,,,,,,,,,,,,,,,,garcia
Hyperemic,369,,,,,,,,0.892086331,1.681818182,1.88526393,2,3.351351351,1.763196481,,1.44033982,,,,,,,,,,,,,,,,,,garcia
Hyperemic,370,,,,,,,,0.892473118,2.214285714,2.481067126,0,2.677419355,2.481067126,,1.417928622,,,,,,,,,,,,,,,,,,garcia
Hyperemic,371,,,,,,,,0.894230769,2.571428571,2.875576037,0,1.722222222,2.903225806,,0.977257175,,,,,,,,,,,,,,,,,,garcia
Hyperemic,372,,,,,,,,0.895238095,2.75,3.071808511,0,1.709090909,3.188829787,,0.961319316,,,,,,,,,,,,,,,,,,garcia
Hyperemic,373,,,,,,,,0.895652174,2.466666667,2.754045308,0,2.783783784,2.801941748,,1.343429807,,,,,,,,,,,,,,,,,,garcia
Hyperemic,374,,,,,,,,0.895833333,2.785714286,3.109634553,0,2.205128205,3.077242525,,1.218522795,,,,,,,,,,,,,,,,,,garcia
Hyperemic,375,,,,,,,,0.896551724,1.611111111,1.797008547,2,2.689655172,1.817663818,,1.430098523,,,,,,,,,,,,,,,,,,garcia
Hyperemic,376,,,,,,,,0.897435897,2.7,3.00857143,0,1.944444444,2.982857143,,1.015045736,,,,,,,,,,,,,,,,,,garcia
Hyperemic,377,,,,,,,,0.898876404,2.285714286,2.542857145,0,1.25,2.428571429,,0.742534571,,,,,,,,,,,,,,,,,,garcia
Hyperemic,378,,,,,,,,0.9,1.636363636,1.818181818,2,1.666666667,1.727272727,,0.93586449,,,,,,,,,,,,,,,,,,garcia
Hyperemic,379,,,,,,,,0.904109589,4.4,4.866666667,0,1,5.066666667,,0.606662178,,,,,,,,,,,,,,,,,,garcia
Hyperemic,380,,,,,,,,0.909090909,3.222222222,3.544444445,0,3.448275862,3.415555556,,1.475856014,,,,,,,,,,,,,,,,,,garcia
Hyperemic,381,,,,,,,,0.909090909,3,3.3,0,2.083333333,3.06,,1.038169535,,,,,,,,,,,,,,,,,,garcia
Hyperemic,382,,,,,,,,0.91,3.333333333,3.663003663,0,3.033333333,3.516483516,,1.40065201,,,,,,,,,,,,,,,,,,garcia
Hyperemic,383,,,,,,,,0.91,2.538461538,2.789518174,0,2.757575758,2.928994083,,1.317866639,,,,,,,,,,,,,,,,,,garcia
Hyperemic,384,,,,,,,,0.91,3.055555556,3.357753358,0,1.654545455,3.290598291,,0.87416914,,,,,,,,,,,,,,,,,,garcia
Hyperemic,385,,,,,,,,0.91011236,2.583333333,2.838477364,0,2.612903226,3.061728395,,1.321018609,,,,,,,,,,,,,,,,,,garcia
Hyperemic,386,,,,,,,,0.910714286,1.904761905,2.091503268,2,2.55,2.072829132,,1.196532027,,,,,,,,,,,,,,,,,,garcia
Hyperemic,387,,,,,,,,0.910714286,4.470588235,4.908881198,0,1.342105263,4.952710496,,0.639024825,,,,,,,,,,,,,,,,,,garcia
Hyperemic,388,,,,,,,,0.912621359,2.365591398,2.592084192,0,4.272727273,2.566918325,,1.670049157,,,,,,,,,,,,,,,,,,garcia
Hyperemic,389,,,,,,,,0.916666667,1.703703704,1.858585858,2,2.391304348,1.827609428,,1.075136346,,,,,,,,,,,,,,,,,,garcia
Hyperemic,390,,,,,,,,0.917647059,2,2.179487179,0,2.052631579,2.307692308,,1.086182856,,,,,,,,,,,,,,,,,,garcia
Hyperemic,391,,,,,,,,0.918604651,2.75,2.993670887,0,2.393939394,3.098101266,,1.20872217,,,,,,,,,,,,,,,,,,garcia
Hyperemic,392,,,,,,,,0.921348315,3.466666667,3.762601625,0,1.576923077,4.100813008,,0.813743362,,,,,,,,,,,,,,,,,,garcia
Hyperemic,393,,,,,,,,0.921428571,1.95,2.116279071,2,3.307692308,2.040697674,,1.259915481,,,,,,,,,,,,,,,,,,garcia
Hyperemic,394,,,,,,,,0.922222222,3.19047619,3.459552496,0,1.23880597,3.459552496,,0.593600444,,,,,,,,,,,,,,,,,,garcia
Hyperemic,395,,,,,,,,0.924528302,2.4375,2.636479592,0,2.512820513,2.586734694,,1.121612782,,,,,,,,,,,,,,,,,,garcia
Hyperemic,396,,,,,,,,0.925531915,2.9,3.133333333,0,1.5,3.266666667,,0.718894062,,,,,,,,,,,,,,,,,,garcia
Hyperemic,397,,,,,,,,0.927536232,3.698630137,3.987585616,0,2.37037037,4.045376712,,1.236894486,,,,,,,,,,,,,,,,,,garcia
Hyperemic,398,,,,,,,,0.928571429,1.954545455,2.104895104,2,2.418604651,2.349213287,,1.036805085,,,,,,,,,,,,,,,,,,garcia
Hyperemic,399,,,,,,,,0.928571429,2.679245283,2.885341073,0,1.098591549,3.366231253,,0.476286562,,,,,,,,,,,,,,,,,,garcia
Hyperemic,400,,,,,,,,0.92920354,2.068965517,2.226600985,0,1.75,2.266009852,,0.747439496,,,,,,,,,,,,,,,,,,garcia
Hyperemic,401,,,,,,,,0.93,2.483870968,2.670828998,0,1.207792208,3.124869927,,0.472768599,,,,,,,,,,,,,,,,,,garcia
Hyperemic,402,,,,,,,,0.931034483,2.2,2.362962962,0,1.840909091,2.444444444,,0.891897907,,,,,,,,,,,,,,,,,,garcia
Hyperemic,403,,,,,,,,0.933333333,2.842105263,3.045112783,0,1.555555556,3.214285714,,0.71401574,,,,,,,,,,,,,,,,,,garcia
Hyperemic,404,,,,,,,,0.936842105,3.105263158,3.314606743,0,1.508474576,3.384387936,,0.637099237,,,,,,,,,,,,,,,,,,garcia
Hyperemic,405,,,,,,,,0.94,3.0625,3.257978723,0,1.918367347,3.355718085,,0.7984111,,,,,,,,,,,,,,,,,,garcia
Hyperemic,406,,,,,,,,0.941176471,2.583333333,2.744791665,0,2.580645161,2.615625,,1.116898626,,,,,,,,,,,,,,,,,,garcia
Hyperemic,407,,,,,,,,0.943396226,2.235294118,2.369411766,0,2.631578947,2.324705882,,1.019236067,,,,,,,,,,,,,,,,,,garcia
Hyperemic,408,,,,,,,,0.945652174,2.636363636,2.787878787,0,3,2.787878788,,1.174826018,,,,,,,,,,,,,,,,,,garcia
Hyperemic,409,,,,,,,,0.947368421,2.25,2.375,0,2,2.53125,,0.890106999,,,,,,,,,,,,,,,,,,garcia
Hyperemic,410,,,,,,,,0.947916667,1.421052632,1.499132446,2,3.37037037,1.514748409,,1.236894486,,,,,,,,,,,,,,,,,,garcia
Hyperemic,411,,,,,,,,0.947916667,2.411764706,2.544279249,0,2.219512195,2.597285068,,0.8740543,,,,,,,,,,,,,,,,,,garcia
Hyperemic,412,,,,,,,,0.949367089,3.272727273,3.447272726,0,2.083333333,3.578181818,,0.890106999,,,,,,,,,,,,,,,,,,garcia
Hyperemic,413,,,,,,,,0.95,3.225806452,3.395585739,0,0.76,3.353140917,,0.002712001,,,,,,,,,,,,,,,,,,garcia
Hyperemic,414,,,,,,,,0.954545455,2.428571429,2.544217686,0,1.976470588,2.717687075,,0.745934141,,,,,,,,,,,,,,,,,,garcia
Hyperemic,415,,,,,,,,0.96,0.985915493,1.026995305,2,13.71428571,1.016725352,,2.312515921,,,,,,,,,,,,,,,,,,garcia
Hyperemic,416,,,,,,,,0.96,2.5,2.604166667,0,2.133333333,2.552083333,,0.696286973,,,,,,,,,,,,,,,,,,garcia
Hyperemic,417,,,,,,,,0.963855422,5.487804878,5.693597559,0,1.777777778,5.693597561,,0.571348237,,,,,,,,,,,,,,,,,,garcia
Hyperemic,418,,,,,,,,0.964705882,1.896551724,1.965937763,2,1.490909091,2.289739277,,0.397047885,,,,,,,,,,,,,,,,,,garcia
Hyperemic,419,,,,,,,,0.967032967,2.285714286,2.363636364,0,2.75,2.493506494,,0.867473308,,,,,,,,,,,,,,,,,,garcia
Hyperemic,420,,,,,,,,0.968085106,3.210526316,3.316367844,0,1.491803279,3.775014459,,0.307113594,,,,,,,,,,,,,,,,,,garcia
Hyperemic,421,,,,,,,,0.968085106,2.466666667,2.547985349,0,2.459459459,2.629304029,,0.741369816,,,,,,,,,,,,,,,,,,garcia
Hyperemic,422,,,,,,,,0.97,2.1,2.164948454,0,2.30952381,2.121649485,,0.631274683,,,,,,,,,,,,,,,,,,garcia
Hyperemic,423,,,,,,,,0.972222222,2.473684211,2.544360903,0,2.234042553,2.403007519,,0.533577548,,,,,,,,,,,,,,,,,,garcia
Hyperemic,424,,,,,,,,0.977011494,2.5,2.55882353,0,2.833333333,2.647058824,,0.747439496,,,,,,,,,,,,,,,,,,garcia
Hyperemic,425,,,,,,,,0.977777778,3.166666667,3.238636363,0,1.543859649,3.238636364,,0.189932294,,,,,,,,,,,,,,,,,,garcia
Hyperemic,426,,,,,,,,0.97826087,3.5,3.577777776,0,0.989010989,3.616666667,,-0.216400779,,,,,,,,,,,,,,,,,,garcia
Hyperemic,427,,,,,,,,0.978494624,3.707865169,3.78935671,0,2.757575758,3.870848253,,0.664654125,,,,,,,,,,,,,,,,,,garcia
Hyperemic,428,,,,,,,,0.979591837,2.666666667,2.722222222,0,2,2.916666667,,0.33919953,,,,,,,,,,,,,,,,,,garcia
Hyperemic,429,,,,,,,,0.979591837,2.461538462,2.512820513,0,3,2.564102564,,0.691382049,,,,,,,,,,,,,,,,,,garcia
Hyperemic,430,,,,,,,,0.98,2.933333333,2.993197279,0,2.227272727,2.963265306,,0.414776652,,,,,,,,,,,,,,,,,,garcia
Hyperemic,431,,,,,,,,0.987951807,3.085106383,3.122729632,0,2.827586207,3.386092372,,0.475856014,,,,,,,,,,,,,,,,,,garcia
