Condition,Geometry Number,Stenosis Percentage,Length,Width,Average Flow,P_d/P_a,HMR,HSR,P_Loss_Coeff,WSS,WSS_TE,WSS_LE,WSS_TE_Area,WSS_LE_Area,Rtotal_cor Value,Location,CFR,BMR/HMR,CFR/FFR,WSS_Area_Bifur,WSS_Bif,WSS_Avg_Area,WSS_LMB,WSS_min,WSS_TE_min,WSS_LE_min,WSS_TE_Area_min,WSS_LE_Area_min,WSS_Area_Bifur_min,WSS_Avg_Area_min,discord,source
Non-hyperemic,68,2.982273990851341816e-01,0.9,0.745,2.2410524597701147,,8.838165017908977,0.08766336065172484,,122.93475528028937,44.9317302465487,189.08406344020767,0.0,0.031276489046950226,0.24,LAD,,,,0.08682246764383719,,0.0920453192407957,,22.236397507489517,7.490161473266714,1.4275493407983375,0.0,0.0,0.000184174706481093,0.0,,mine
Non-hyperemic,50,5.985359125502809352e-01,0.9,0.5700000000000001,2.252098241379309,0.9004077056474769,7.2231210322992885,0.7989349618852493,,946.1465626971096,544.1888338829,221.07734748127987,0.1188335087199356,0.0314757420090166,0.24,LCX,,,,0.14753056524668848,1205.5015720000001,0.2068207544683218,,7.660404585158117,0.41272453187546837,3.21241776207066,0.12272662192933118,0.0,0.02354794446467519,0.0,,mine
Non-hyperemic,66,2.048441957096110988e-01,2.0,0.5800000000000001,2.2238716091954025,,8.487020296563811,0.11390155058682386,,184.14643385852537,53.52795784868607,184.14643385852537,0.0,0.03300135187306081,0.24,LAD,,,,0.05975821967777783,,0.05613641376409599,,1.839462031341226,17.15788750033138,1.839462031341226,0.0,0.0007945030076159629,0.0007588111920764093,0.0004417762164690209,,mine
Non-hyperemic,61,1.117331976597878418e-01,1.66,0.5800000000000001,2.234540551724138,,8.341907181408443,0.09499937864827364,,51.43099780604913,44.41321289840942,198.0860022745096,0.0,0.02141409359180359,0.24,LAD,,,,0.05869741877847365,,0.0,,0.799562331735081,20.049491294452835,0.799562331735081,0.0,0.0007343871979048501,0.0006040401112056268,0.0004690199581955602,,mine
Non-hyperemic,60,1.075575169072274795e-01,0.9,0.43,2.2384789540229884,,8.253912979871107,0.06417401500793321,,51.302080727578954,40.267460244004845,197.82005370216814,0.0,0.03136918671229758,0.24,LAD,,,,0.05905703077632209,,0.0,,20.40407797843459,17.850898223139616,1.7603390634920044,0.0,0.0,0.0004677119615276039,0.0,,mine
Non-hyperemic,67,2.048441957096112098e-01,2.5,0.5800000000000001,2.223087149425287,,8.060677782904822,0.13306596698090348,,189.01292409068438,52.21464231881521,189.01292409068438,0.0,0.021916910386492055,0.24,LAD,,,,0.057863626069360394,,0.06101038487502246,,0.8826350995256874,20.36203514898984,1.0669288917936255,0.0,0.00037589211184592283,0.0003688739716607005,0.0003889341977016932,,mine
Non-hyperemic,51,5.951443504385723893e-01,3.0,0.76,2.2244401724137934,0.9173448448684582,9.421958493757401,0.8489429523704767,,309.2273855438335,135.36433417494894,197.64192582755103,0.04633128904411461,0.02016634844383225,0.24,LCX,,,,0.15714666921365658,447.142565,0.6196725245634863,,0.09771344228188229,0.2687129447131303,8.026376076268996,0.014203652341457198,0.0,0.000987450346447329,0.051954029252664756,,mine
Non-hyperemic,69,3.090435692874629048e-01,1.66,0.9,2.2395507816091964,,8.912150083392268,0.1683062851664719,,123.03634565181429,74.91711558555119,209.0199299029579,0.00320548612852185,0.02237135056772157,0.24,LAD,,,,0.1900182153095151,,0.370689769912707,,0.8919218519018186,1.4137844557966872,0.8919218519018186,0.04002486246422156,0.0,0.0,0.014824253238023196,,mine
Non-hyperemic,3,4.528590858545522568e-01,1.7,0.6799999999999999,2.2298179540229888,0.9559217522138562,8.078914117281288,0.3725246103876005,,281.26899810093664,214.42617016738697,210.72133093803038,0.09964921901075964,0.04503302438725756,0.24,LAD,,,,0.25108966972904445,458.308797,0.4956803136513274,73.305043,0.2959014506502802,1.514652713506401,6.235184492640925,0.01193592783054887,0.0,0.001156745638130044,0.00908421994968816,,mine
Non-hyperemic,4,4.407935948725615338e-01,2.0,0.6699999999999999,2.240501666666667,0.956032700203412,8.139973964356635,0.374351918664645,,253.98012148663858,,,,,0.24,LAD,,,,,414.588221,0.5343198980550742,72.379322,0.5649356232798711,,,,,,0.017880056512202622,,mine
Non-hyperemic,5,4.813122844963183544e-01,1.2,0.71,2.2302722528735632,0.9564809770610759,7.549227639449927,0.343483057887729,,367.9058613091561,194.99699505659206,241.2389221216187,0.0606112191697697,0.08837295227537117,0.24,LAD,,,,0.2152446740719269,539.581591,0.38445840163396017,73.820153,0.8372863902919129,0.8085037098428268,2.778466274643177,0.0014731756496067755,0.0010415108412944287,0.0021948763713696873,0.0,,mine
Non-hyperemic,2,4.528590858545522568e-01,1.5,0.6799999999999999,2.2302837586206894,0.9589551988075317,8.14415595403404,0.34858277261488163,,285.9304352422588,201.36631330983062,217.22935613893188,0.07959238330146053,0.05031780303230888,0.24,LAD,,,,0.2546212398283756,498.09088399999996,0.4836294648571022,72.634057,0.5689746249824182,0.9854800009603408,4.093896732846243,0.011475645550127877,0.0,0.0012217653874017984,0.003614437464901139,,mine
Non-hyperemic,16,5.908588520863007343e-01,2.0,0.81,2.2137170229885053,0.8710720798498311,6.2478785192862265,0.9247523844196244,,685.26881215556,606.3764481133924,219.4918227036951,0.1400204317526657,0.05202527157940534,0.24,LAD,,,,0.23309442366375427,799.287205,0.5500745066489515,72.312544,1.1308421717810158,2.9966114986224253,3.6235834088768195,0.00026660872543844596,0.0,0.0010728641296764189,0.001509860485306222,,mine
Non-hyperemic,11,5.583999396986585317e-01,1.7,0.78,2.2247407126436776,0.9056759204301098,,,,572.1954847067585,457.58007695583626,218.5433258454826,0.1256843337182265,0.05173095001373966,0.24,LAD,,,,0.23736565093066617,,0.503435537993733,0.000000,0.6935590339935441,3.3777435485565483,1.2225345553981608,0.0005772518959142975,0.0,0.0010103833569652426,0.001836198609146656,,mine
Non-hyperemic,18,4.528590858545518127e-01,2.5,0.6799999999999999,2.2273547816091956,0.9429564124782075,7.859919513069869,0.47548115769180094,,276.6012193898878,203.5953779425802,206.18849700049495,0.11427913856038982,0.04172879725878237,0.24,LAD,,,,0.23254385189045745,446.08481299999994,0.6075015483002713,72.122823,0.16195007574354212,1.471505897848199,1.9336477024697274,0.03472432583517972,0.0,0.0010996936663021624,0.04719658979721862,,mine
Non-hyperemic,20,4.528590858545518127e-01,2.7,0.6799999999999999,2.2286388965517245,0.9395129712925312,,,,279.950793455137,208.19777033284643,197.35880713035314,0.11291374391053959,0.044996535929644775,0.24,LAD,,,,0.22686707393081315,,0.6491280911502699,,0.03829644457649778,1.365481636076209,1.0865002368602807,0.0427262510479657,0.0,0.0009504156831959385,0.061950970796840206,,mine
Non-hyperemic,80,6.182608632229922296e-01,0.9,0.79,2.2387672298850574,,7.550864252144742,0.6523740448670213,,1022.0984593656606,139.67142859278525,213.7914209802328,0.07613685731705559,0.10889645261948483,0.24,LAD,,,,0.1740025164790477,,0.19618404360559033,,9.067810785302964,0.21920194358010756,2.791949396484375,0.030072965607565748,0.0,0.00022884524675174714,0.0,,mine
Non-hyperemic,74,4.058147879532344460e-01,2.0,0.9,2.2313777931034484,,8.891377452677842,0.24069153044245636,,190.59191173453596,112.36267654195329,190.59191173453596,0.06872955623323024,0.03278732019098197,0.24,LAD,,,,0.22824353082271576,,0.5230857868712633,,0.1463691675501021,0.1463691675501021,2.405232266077529,0.06641727737226667,0.0,0.00029536577112384307,0.06022809075071367,,mine
Non-hyperemic,73,4.058147879532344460e-01,1.66,0.9,2.219674172413793,,9.160319948464686,0.2271693615211812,,185.12609830605342,99.18711281608243,209.0196941148098,0.021577148953206567,0.025235538301956104,0.24,LAD,,,,0.21097811652881188,,0.48359578261498126,,0.2464122733198959,0.1710160132646452,1.7113678722599175,0.07483288191042224,0.0,8.374448450622009e-05,0.030309216959642143,,mine
Non-hyperemic,26,5.883401703217540080e-01,2.5,0.78,2.231082183908047,0.8497845324176764,6.506869145412376,1.1502120289178175,,709.6877031769023,490.2939095107783,176.80616166586108,0.12322397947534353,0.04807180772531175,0.24,LAD,,,,0.22968494561823102,779.126378,0.6154340437727651,73.584895,0.4029306558292767,1.3967860861800359,5.127062708344647,0.008335279043436502,0.0,0.0005386010705109561,0.010549957716973464,,mine
Non-hyperemic,10,5.583999396986585317e-01,1.5,0.78,2.2067970804597703,0.9117350346174757,7.516776019343343,0.7276982346234958,,568.2019665197072,403.9865432939404,219.93583576235417,0.10815649484475623,0.0684537552652487,0.24,LAD,,,,0.23965144497109298,769.6030539999999,0.473072731440024,74.824396,3.8420654499667717,1.0885457603880122,4.924258209422906,0.001991989850699822,0.0,0.0010235347238137466,0.0,,mine
Non-hyperemic,17,4.528590858545518127e-01,2.3,0.6799999999999999,2.203966298850575,0.9464369689996041,,,,267.4614413681973,232.72388597745817,211.14250822508356,0.11951282117617164,0.04347313045933717,0.24,LAD,,,,0.23929424546588596,,0.6378630829378905,,0.26420961873077325,1.696836115362898,4.280223793820011,0.025380927329952393,0.0,0.001158677886861824,0.03136654520903818,,mine
Non-hyperemic,72,3.916117361723976398e-01,0.9,0.745,2.23293156321839,,9.541164439384735,0.11518651928354272,,174.6510632444732,49.23816019873041,191.26361867820893,0.0,0.0268677719590123,0.24,LAD,,,,0.13498658483043288,,0.20621198593182996,,14.756467290201496,4.533511020704935,1.987439787240181,0.0,0.0,0.0006643002293895054,0.0,,mine
Non-hyperemic,75,4.058147879532344460e-01,2.5,0.9,2.245895218390804,,8.567901035305418,0.280620228386275,,187.14202158933531,107.94053025339525,187.14202158933531,0.08143090920977078,0.02496498724450577,0.24,LAD,,,,0.1775753579063419,,0.587943484543078,,0.013657155940785187,1.1341957499759623,1.4688808790231824,0.031330060944316306,0.0,0.00018815865425066987,0.042021111243316145,,mine
Non-hyperemic,81,6.182608632229936729e-01,1.66,0.79,2.229768620689656,,6.3729137270552405,1.086174182362659,,773.2337097123946,607.1107877703655,195.48367947400348,0.12345571871511046,0.05799765181444805,0.24,LAD,,,,0.1989555114707983,,0.5246453195948679,,0.9016748341087685,3.881930641904961,4.054002394996517,0.00029478373753192975,0.00014497723240474878,0.0005443923775566173,0.0012864257031064146,,mine
Non-hyperemic,62,1.113770310019458476e-01,2.0,0.43,2.2145376781609203,,8.153385556250777,0.09589613997565509,,199.29402426636653,44.89863098663997,199.29402426636653,0.0,0.03230180712932269,0.24,LAD,,,,0.05846868691198033,,0.05343092685146987,,1.120261943106552,22.34067916178347,1.120261943106552,0.0,0.0012219880225503713,0.0008025632197295686,0.0006561941016937699,,mine
Non-hyperemic,65,2.048441957096109878e-01,1.66,0.5800000000000001,2.225889873563218,,8.679724403565057,0.10784118191248354,,71.60391229849871,48.99948549528125,191.06615077930138,0.0,0.022474336573140314,0.24,LAD,,,,0.057470650038258755,,0.0,,1.7781096360674935,16.31640701972059,1.7781096360674935,0.0,0.0,0.00015953022646784053,0.0,,mine
Non-hyperemic,37,1.221245327087672194e-15,0.1,0.251,2.2187762298850573,0.9743217144409217,1.827670669099138,0.04816832946806391,,0.0,,,,,0.24,LAD,,,,,352.514188,0.0,,0.0,,,,,,0.0,,mine
Non-hyperemic,64,1.971887809965851002e-01,0.9,0.43,2.2500520919540223,,8.768307490141263,0.07448678355683279,,81.27441135177295,42.66136280754607,188.5161329201262,0.0,0.02247909046932198,0.24,LAD,,,,0.05975985054440484,,0.006848506783184755,,24.810330483028675,17.62139846876595,2.6254508319050465,0.0,0.0,0.0002543316588637258,0.0,,mine
Non-hyperemic,63,1.117331976597892851e-01,2.5,0.5800000000000001,2.228377022988506,,7.888227221197462,0.11854769166597216,,198.57981142278047,48.73507364773995,198.57981142278047,0.0,0.02138990385691378,0.24,LAD,,,,0.057276879141809386,,0.05905754873526541,,0.8192913884124853,23.725751984088014,0.8192913884124853,0.0,0.0006451034072246663,0.0003422491755730598,0.0003528892926579917,,mine
Non-hyperemic,9,5.583999396986579766e-01,1.2,0.78,2.2399745977011496,0.9231933104831737,,,,584.0935155073821,271.2835409558809,293.215572390981,0.07173460594374977,0.09792086055574589,0.24,LAD,,,,0.2066367096268743,,0.3662923167658906,0.000000,8.342805702361414,3.084397620129963,1.4097864526869799,0.0009562334837220995,0.006394600196336071,0.004004778844411725,0.0,,mine
Non-hyperemic,7,4.813122844963170222e-01,1.7,0.71,2.2346099310344827,0.9455677266847731,,,,342.6091856692468,284.34897046370054,214.35709021676396,0.11420437121924885,0.04769830308653248,0.24,LAD,,,,0.24746934579453617,,0.5004378709177415,0.000000,0.5730638614908028,1.913321991859252,4.830902876811994,0.007936993801925772,0.0,0.0012579418812578,0.006366383878536819,,mine
Non-hyperemic,1,4.528590858545522568e-01,1.2,0.6799999999999999,2.227648701149425,0.9647781113941406,7.977153506003446,0.29122801280626165,,304.8958117409296,155.28285220997938,216.27901319144493,0.05596339514277292,0.07798544697716997,0.24,LAD,,,,0.21310696412245836,502.17770099999996,0.3945674511849925,73.296575,0.938689646812314,0.3938445925995353,4.909217474778357,0.00634588597096732,0.0,0.0017793265176564972,0.0,,mine
Non-hyperemic,6,4.813122844963169111e-01,1.5,0.71,2.210532298850574,0.9492537556593142,8.067110786061132,0.4312604218126099,,339.06532156761455,257.1140475267293,222.24316959668704,0.08787465570191969,0.04990438326697317,0.24,LAD,,,,0.24881352636097065,544.47041,0.48200225978897193,73.222563,2.023638888638396,0.6070373220630126,6.7074905998226955,0.005448232521066383,0.0,0.0021995647281918998,0.0006296741543190989,,mine
Non-hyperemic,8,4.813122844963170222e-01,2.0,0.71,2.2229496896551715,0.9420958672358588,7.458188926498674,0.4584034139191364,,319.66217980791544,292.1908383218902,183.27597524981385,0.1315565336079811,0.04597185432934013,0.24,LAD,,,,0.24504527047705912,486.440241,0.5503027918150768,73.935341,0.463671018790445,2.8385851167314207,3.9321621593859106,0.007730966904337427,0.0,0.0007950191236881267,0.012568887885981699,,mine
Non-hyperemic,70,3.088178607003733145e-01,2.0,0.745,2.22492116091954,,8.675130947896852,0.14928628813336775,,214.9669252229425,67.4989193616136,214.9669252229425,0.0,0.0338048880100131,0.24,LAD,,,,0.0924217482974152,,0.15626749972433457,,0.8775820638263713,0.0,0.8775820638263713,0.0,0.0007959298943752502,0.0009033320989799214,0.00046701148511920124,,mine
Non-hyperemic,48,3.025495305936860557e-01,0.9,0.61,2.230621333333334,0.9889002870717984,8.659774615464519,0.09719990327761374,,176.85321829011426,51.99510656124145,224.7735732943216,0.0,0.0270761424666818,0.24,LCX,,,,0.12979330500764247,442.209096,0.2179364515115584,,0.21485570837454285,0.17542850312406932,6.147477707417214,0.08795381073548944,0.0,0.024261561833250796,0.0054477624456893935,,mine
Non-hyperemic,83,6.182608632229936729e-01,2.5,0.79,2.2450671724137945,,5.916585869468815,1.3485994519006685,,814.854272450547,573.2919856747492,184.62071846528175,0.11511558239034779,0.021351976247904594,0.24,LAD,,,,0.18582817124404194,,0.7021170263931614,,0.5006534469300499,2.02185921581647,2.553765858893927,0.00409122918131048,0.00046258521277146804,0.0003391995932285953,0.00892686895798873,,mine
Non-hyperemic,77,4.829328158151106054e-01,1.66,0.69,2.247051183908047,,7.471140466169564,0.4805192795006169,,385.41604655383384,324.3907782245379,161.6608833981458,0.1223571992157613,0.05797533548948655,0.24,LAD,,,,0.22965899407657928,,0.4534482921224045,,0.4385971868568071,3.7293101388654795,2.5848090517115114,0.0034709110687693354,0.0,0.00032141679478633103,0.0056692802713005416,,mine
Non-hyperemic,79,4.944557232826486404e-01,2.5,0.69,2.2413437586206895,,7.15702250279729,0.6542792257226983,,382.64143377036197,273.3357389142946,191.4719876735292,0.11202890229362678,0.022770163825473082,0.24,LAD,,,,0.1836190656158671,,0.6905109879442253,,0.07876246470258026,1.8448484940192258,1.6246770516978466,0.014772356596577428,0.0005412571468501135,0.0004968509987861925,0.02430853718644313,,mine
Non-hyperemic,12,5.583999396986588648e-01,2.0,0.78,2.2313540229885054,0.9002473891939934,6.809877813482549,0.7545737975124522,,507.3559908012724,539.827613101586,200.69788349164918,0.13623720602752468,0.0442518739037604,0.24,LAD,,,,0.23353897126368992,688.576489,0.5498568596349005,72.906778,0.5423775976336767,2.682331630122515,4.221895807132415,0.001874553084632572,0.0,0.0010895777312652857,0.005019180746550838,,mine
Non-hyperemic,15,5.908588520863007343e-01,1.7,0.81,2.2007102758620682,0.8788557494826271,6.858534730980205,0.9454020755068132,,675.7815892209406,572.6853923076028,214.88477384609936,0.1257443932576113,0.054289713139348245,0.24,LAD,,,,0.23249633480775517,884.939476,0.500696036597286,73.594507,1.7171297346827847,4.629122747316066,3.280733021097323,0.0002994330879892305,0.0,0.0005659536321983718,0.0007376491729451477,,mine
Non-hyperemic,78,4.829328158151106054e-01,2.0,0.69,2.229771816091953,,7.340950665806484,0.5347555054853526,,358.53082566714426,315.62868951324384,183.13582576385647,0.12785923132793975,0.04539702280641859,0.24,LAD,,,,0.22243938614210274,,0.5802249331751207,,0.5601945470663319,1.9999489342663397,2.256168036139379,0.007327893056800398,0.0,0.00039144938475073316,0.009936836603105964,,mine
Non-hyperemic,49,3.007901338947706060e-01,3.0,0.9,2.2357952758620696,0.9731681898802419,9.973817985986823,0.27499418204571535,,186.67198957084653,43.87251004231281,186.67198957084653,0.0,0.022234512324554385,0.24,LCX,,,,0.09397668469142423,372.074982,0.3594843485824685,,1.0738346695627479,7.396480675794476,3.2354958886979888,0.0,0.0,0.0010777165826374945,0.00789081747754499,,mine
Non-hyperemic,76,4.980058769521806816e-01,0.9,0.69,2.2483682183908043,,8.132169964523014,0.29003144955059745,,465.31644098365126,104.85722724698682,199.867632558675,0.02038042808088674,0.09096958024114572,0.24,LAD,,,,0.16249425952902904,,0.19777475061083102,,1.0412710490021568,0.3619741358884784,0.9072509689451941,0.014466866224280409,0.0033884317307347526,0.006276169708159676,0.0,,mine
Non-hyperemic,82,6.182608632229936729e-01,2.0,0.79,2.239165701149425,,6.20732936224405,1.1907413270302238,,748.3698261562165,664.7859390593799,192.93982863263747,0.12670337148611954,0.023873220945818067,0.24,LAD,,,,0.1916373248652848,,0.5786686003826884,,0.7015807615532946,3.369008542385262,0.8931695498947707,0.001734462200287446,0.0,0.00013919531898147405,0.0028403043318310007,,mine
Non-hyperemic,71,3.090435692874633489e-01,2.5,0.9,2.2371156666666674,,8.208855607562766,0.20468585740826145,,180.2271019845872,79.99429624851169,175.06574911946728,0.03322585214773109,0.02271077146136564,0.24,LAD,,,,0.1494278423061315,,0.427719233130945,,0.31094784179909224,6.536665709621767,0.31094784179909224,0.0,0.0001557565801737157,0.00021249789388315578,0.0011775183115427927,,mine
Non-hyperemic,25,5.583999396986588648e-01,2.5,0.78,2.229073816091954,0.880079226245919,6.660137479727859,0.9075192506070395,,549.3745973450493,401.136847704374,187.97213165721092,0.12122973468170985,0.04452184001607584,0.24,LAD,,,,0.23154557186121102,660.457401,0.6186393678444441,73.512420,0.3293240105197926,1.4859416519086108,3.0292420692749276,0.00839696803131221,0.0,0.00031499199758615293,0.012787218102334099,,mine
Non-hyperemic,22,4.813122844963170222e-01,2.5,0.71,2.2300898965517244,0.9297892177750497,7.503014288884842,0.5665719629747614,,344.6527229696734,253.7670243747511,181.29647071920988,0.11847371133003028,0.044966889003711555,0.24,LAD,,,,0.2336671911572692,479.266001,0.6138015506101955,72.287610,0.10596013327672447,1.5390425980776377,2.195178172961216,0.0230863995221608,0.0,0.0021963718946901196,0.031001050615340402,,mine
Non-hyperemic,14,5.908588520863007343e-01,1.5,0.81,2.2169028850574715,0.886219332522125,6.705394173903837,0.8608977448480419,,732.1230390816589,526.3289993863617,241.06127648974456,0.12227827907018002,0.07340976268843519,0.24,LAD,,,,0.23219403980162437,936.706734,0.4670791282912305,73.661517,2.3915107059106546,0.962662722816192,0.9899711539731451,0.0004130237029104192,0.0,0.001080331174031596,0.0,,mine
Non-hyperemic,13,5.908588520863005122e-01,1.2,0.81,2.222720379310345,0.9008489519258616,7.027176196100489,0.7734391912822509,,718.6464107760728,339.06320847374724,338.28889432788003,0.08652279608641361,0.10119732593478993,0.24,LAD,,,,0.2058821509028046,962.312151,0.3573818877631195,72.690392,2.901735293729768,2.2500415013426087,0.41539289023324794,0.003947194069949019,0.006812162796746053,0.004540237849704052,0.0,,mine
Hyperemic,57,5.985359125502809352e-01,0.9,0.5700000000000001,2.578639390804597,0.871184874015162,5.710697872743237,0.8443951311371876,,1118.1665531814133,667.8932333138738,294.62593529979483,0.12585422986749323,0.03991963350665286,0.24,LCX,1.1449941851672047,1.2648403388270182,1.3142952997910722,0.16890148042164477,1426.242068,0.20805576398254622,670.195732,9.170895035202573,0.011393714070600528,8.226743597903061,0.1214833661856901,0.0,0.023433968135060244,0.0,2,mine
Hyperemic,92,2.982273990851341816e-01,0.9,0.745,7.451273022988503,0.9426890656164324,2.3507809155459753,0.14291610639707608,,601.3841947571086,264.7950132945944,882.3676985262048,0.18687555420246774,0.258000517709216,0.24,LAD,3.324898973472869,3.759671928362703,3.5270367449299833,,,0.25129867840782105,,31.295791551441738,3.2038913472306745,3.099783261350577,0.0006611775555870974,0.0,0.00020868178740470177,0.0,0,mine
Hyperemic,59,5.951443504385723893e-01,3.0,0.76,2.5989340574712645,0.8944526595136972,7.435574061537173,0.8774137555931402,,375.46210474055476,182.51978861540942,265.042827631728,0.057739541960126914,0.03729076541086709,0.24,LCX,1.1683542177046276,1.267146075848457,1.3062225320452925,0.20659915155063757,562.77639,0.7121089145619451,240.665168,0.1182917395117803,0.28866843534404507,5.948608701557494,0.00839307532401496,0.0,0.00034629131196176266,0.033448504667793214,2,mine
Hyperemic,95,3.090435692874633489e-01,2.5,0.9,7.273192149425287,0.8580900450436191,2.0049808830679297,0.3315814563378503,,980.1684066342624,446.49258043970497,817.665875779977,0.19572259870067554,0.25982933418363796,0.24,LAD,3.2511471167078465,4.094231359952895,3.7888181263571026,,,1.5022028170600072,,0.6398242668267388,0.7185282605650491,6.527743080074751,0.022534018757299656,0.0,0.0,0.011933800391563162,0,mine
Hyperemic,35,5.883401703217540080e-01,2.5,0.78,2.9805056091954043,0.7524762786789294,3.8184426474726645,1.2560597065104278,,973.7325081188284,770.9197410997666,284.57443510782736,0.13713020168813692,0.08256782661403066,0.62,LAD,1.3359013086531126,1.7040636055432485,1.7753400957681513,0.40137086775107206,780.2767,0.7870392752973552,295.008377,0.8129417085612887,1.4298683624362236,0.8129417085612887,0.00473232372408208,0.0,0.0,0.00531361107514188,3,mine
Hyperemic,32,4.528590858545518127e-01,2.5,0.6799999999999999,3.2739604597701137,0.892390459788147,4.650418108917386,0.5607739852040513,,458.7344783047058,395.5863340894741,378.6503972045427,0.14618628648696172,0.09114657277755861,0.62,LAD,1.4698872792078401,1.6901532999792253,1.6471346853671995,0.4873187981187342,1127.190525,0.8558419364428491,254.535953,0.5046602879202745,2.1179692142786073,4.266627489522906,0.00795074674206897,0.0,0.0,0.010638327280743558,2,mine
Hyperemic,13 copy,5.908588520863005122e-01,1.2,0.81,5.8820340574712615,0.5768690979759261,1.5101850592421517,1.1077139832632845,,1897.2390603912395,1168.7414772287102,913.2225482059446,0.24039539824402795,0.2745958286935022,0.24,LAD,2.6463220980123063,4.6531887950387345,4.587387515291628,0.8460779493842456,2642.526706,0.4009513753926675,,16.903581091850505,3.452354719242726,8.315521376549851,0.0,0.0,0.0,0.0,1,mine
Hyperemic,94,3.088178607003733145e-01,2.0,0.745,7.376683494252875,0.9007144043524945,2.2166152875756215,0.24433712626869988,,999.368980786524,388.52649107029987,953.3500623637241,0.21564348617148899,0.24275191296779225,0.24,LAD,3.3154808466130805,3.9136836222875204,3.680945736619493,,,0.9175475828030526,,0.3691789383077043,0.0,14.460387712639243,0.007449042842249646,0.0,0.0,0.012762341525784817,0,mine
Hyperemic,93,3.090435692874629048e-01,1.66,0.9,7.324861252873563,0.8860443883128815,2.235752530283645,0.28754377379965834,,578.0094348382025,430.0645835787221,917.5520624801386,0.21112736712801497,0.27860745253543806,0.24,LAD,3.270683260689624,3.986197024346698,3.691331161091531,0.9165664287722468,,0.7359015522692466,,1.7536831997797404,3.909043776632259,9.163103881224995,0.0006884419653576181,0.0,0.0,0.0010690647397435052,0,mine
Hyperemic,58,5.951443504385723893e-01,3.0,0.76,6.725018758620688,0.6407680732658327,2.0600894596554786,1.154941915356269,,957.3654263561081,595.7586515005607,888.6050456617386,0.09825031577537102,0.19098162987341988,0.24,LCX,3.023241012287244,4.573567642704746,4.718151759463529,0.9324970113433937,1735.756854,2.449094976604898,814.901746,0.7343394324868007,0.7389900601018516,20.87221544489923,0.0,0.0,0.0,0.003080743693678632,1,mine
Hyperemic,56,5.985359125502809352e-01,0.9,0.5700000000000001,6.556845,0.5725204434051464,1.3105312559727094,0.9785245691400833,,2422.841595222345,1727.5603525630877,1035.856330639133,0.1535249854322838,0.20974386397361602,0.24,LCX,2.911438266558135,5.511597681764641,5.0853000973064715,,3448.9948889999996,0.22088542249120813,1866.911607,13.283891052481215,0.19446787575133023,22.323158889057314,0.0614470907738903,0.0,0.015276951287763477,0.0,1,mine
Hyperemic,33,4.528590858545518127e-01,2.5,0.6799999999999999,2.599016574712644,0.9242396619474421,6.243739234486017,0.5118020948375821,,341.8178967955091,266.9543567388504,275.26502616691073,0.13019947137384932,0.06990405330664987,0.81,LAD,1.1668624128370488,1.2588481385733106,1.2625106461871398,0.2921284640910084,,0.6965512210641361,0.000000,0.27694360990675776,1.7477184441671059,4.293485120164274,0.01734408556713282,0.0,0.00036841047777691927,0.025261352981307092,2,mine
Hyperemic,34,5.883401703217540080e-01,2.5,0.78,3.8699008735632203,0.6533788530461884,2.5222098057043003,1.338046451358861,,1234.6897481129627,1042.4395937926877,379.06635649288506,0.1466332696489874,0.1117297417582138,0.43,LAD,1.7345398127757703,2.5798286608418772,2.654722914108689,0.6211886174997983,1102.881711,1.0347286846436081,438.844546,1.216785458933648,1.4033508037201832,1.604850443863464,0.003321648956283079,0.0008048483573979366,0.0003761437703078231,0.003496925334992316,3,mine
Hyperemic,103,4.944557232826486404e-01,2.5,0.69,6.1067292183908055,0.6214384575111933,1.5205101546264728,0.9262488707418363,,1153.5738727055568,1117.7019262520391,571.0289508765883,0.15714926184026268,0.19548502124415731,0.24,LAD,2.724583944298153,4.706987638997701,4.384318207807533,0.8664577161739683,,1.529610768943768,,0.7048849075325394,2.312529555876469,5.556452433423626,0.000506247944479506,0.0,0.0,0.0021562677152474627,1,mine
Hyperemic,104,6.182608632229922296e-01,0.9,0.79,6.229532206896553,0.6092226570253605,1.731645436564977,1.1107397186753882,,3095.553199194533,586.5090309577638,680.2403063880718,0.1258824250249073,0.3257684032428406,0.24,LAD,2.782572535339634,4.360514047912261,4.5674147263761435,0.8667588052806204,,0.23543115771685155,,18.388692409648385,2.6325480168583484,2.610195741575552,0.0,0.0,0.0,0.0,1,mine
Hyperemic,3,4.528590858545522568e-01,1.7,0.6799999999999999,6.790127793103449,0.7459706653071306,1.785816657750426,0.6081335882893033,,1128.475234733114,,,,,0.24,LAD,3.0451489462863317,4.523932556132727,4.082129617030698,,2082.0361080000002,0.6739496570647096,853.378861,1.1392962820648316,,,,,,0.0001403449530622095,1,mine
Hyperemic,4,4.407935948725615338e-01,2.0,0.6699999999999999,6.762165206896554,0.7479367253707507,1.790297888994485,0.603350969613224,,940.7591208973336,1001.1011708572669,841.1157410064193,0.20974856204508438,0.2306085094703569,0.24,LAD,3.018147813724703,4.5467148313113555,4.0352983231684645,0.9065415447865215,1783.614223,0.8532919396569117,781.208763,0.2749542307485164,7.1777998199202875,1.661024744610349,0.0,0.0,0.0,3.1430248689967e-05,1,mine
