Condition,Geometry Number,Stenosis Percentage,Length,Width,Average Flow,Max Flow,P_d/P_a,HMR,HSR,P_Loss_Coeff,WSS_TE,WSS_LE,WSS_TE_Area,WSS_LE_Area,Rtotal_cor Value,Location,CFR,BMR/HMR,CFR/FFR,WSS_Area_Bifur,WSS_Bif,WSS_LMB,WSS_min,WSS_TE_min,WSS_LE_min,WSS_TE_Area_min,WSS_LE_Area_min,WSS_Area_Bifur_min,v_distal,discord,source,Location_num
Hyperemic,6,0.48131228449631686,1.5,0.71,6.671608126436781,9.237415,0.7182265696914918,1.7736896142234235,0.6958509027548013,1.635899406079406,1057.4106227239904,798.9999879818055,0.20882078089338196,0.23739726533259095,0.24,LAD,2.7708266092989047,4.548208841823299,3.857872607649547,0.9021143752077518,1967.172652,818.044982,6.5277998492500355,4.296887795197337,2.895591630727089,6.386278493200577e-05,0.0,0.0,40.47352856616462,1.0,mine,0
Hyperemic,8,0.481312284496317,2.0,0.71,6.467248103448277,9.958848,0.6968829783228887,1.6053858157157246,0.6982804606212716,1.6050128974271054,1080.2841232576243,745.7102875090653,0.19611292460759627,0.2271143571668778,0.24,LAD,2.970539045183367,4.645729925783361,4.262608124440398,0.8942727271820751,1837.066068,768.942716,0.2998333398156842,3.7672781701420903,3.6042953460506695,0.00015907090058290177,0.0,0.0,43.6085124100638,1.0,mine,0
Hyperemic,101,0.48293281581511055,1.66,0.69,6.536936839080457,10.566863,0.6804581247725437,1.6123212470682096,0.7571430717054976,1.6573459995710131,1344.24070776615,654.3807928358958,0.2174079512782058,0.2556259674509181,0.24,LAD,3.118091539171551,4.633779080784821,4.582341551456724,0.9127237697581636,2187.223462,817.744377,2.4302514845828784,7.0581643901626805,1.8796814463132523,0.0,0.0,0.0,41.91661781888759,1.0,mine,0
Hyperemic,106,0.6182608632229937,2.0,0.79,5.530506528735634,8.80037,0.4621054540174216,1.2491510623731163,1.454022101919428,1.999481046304752,1760.5766910096352,496.5907203739743,0.1639134005187385,0.2163192568055442,0.24,LAD,2.6059766153044346,4.969238348524052,5.6393548110042175,0.851102959995269,2353.279592,666.986987,1.4577036745711562,4.440677750969987,1.4732560796032914,0.0,0.0007777370516774,0.0003049433158119,36.613752508726414,1.0,mine,0
Hyperemic,84,0.10755751690722748,0.9,0.43,7.540075137931037,12.704771,0.9603568198240048,2.2430431348900313,0.0925920046626733,0.741683325956433,183.87136941904916,900.4731887750416,0.3034828634000793,0.2335228311835859,0.24,LAD,3.7633061410680217,3.679783438616649,3.9186540496038607,0.9104545633699056,1902.305428,1068.732764,81.25501415862131,52.910630632366974,5.294938492758576,0.0,0.0,0.0,42.21282727646991,0.0,mine,0
Hyperemic,41,1.221245327087672e-15,0.1,0.251,2.6848443103448285,4.464591,0.9899141566166536,5.521875103972297,0.0562601990372692,0.8303531681724793,266.3086567563984,266.3086567563984,0.0536836673471601,0.0718525139975144,0.81,LAD,1.3342092405068966,0.3309873249006226,1.3478029701756975,0.1104270482542194,514.053816,249.423284,24.44161481976851,0.8374723002253599,6.753689151613659,0.0007037876550675,0.0,0.0003965541567252,20.912327707476624,2.0,mine,0
Hyperemic,46,0.5885181794294424,1.2,0.63,3.1513803793103454,5.240391,0.838027839958139,3.972473456829449,0.7677908487428824,1.9039017265054892,552.5574214107638,471.7756519387907,0.1485973723856621,0.1894311579225943,0.62,LAD,1.5632724607443544,1.7689674386670642,1.865418290664953,0.4398544268775754,1446.800495,301.783643,6.92131517578787,2.671673424443566,0.3263057789376667,0.000291830456065,0.0023422999758552,0.0011701806915171,24.09325542265212,2.0,mine,0
Hyperemic,12,0.5583999396986589,2.0,0.78,5.969609988505748,8.709118,0.5777991208942236,1.417515595784849,1.0357861565456994,1.809140730488244,1383.0893872096383,719.6738040443049,0.19816561113635864,0.22584702513533728,0.24,LAD,2.587983409078888,4.804093749467398,4.479036598521693,0.8642073425557522,2048.599702,661.602462,1.3253958737831455,4.749154465057552,4.921528039334808,0.003259809622815852,0.00013600306727984,0.0006736261676664761,40.42812982188547,1.0,mine,0
Hyperemic,15,0.5908588520863007,1.7,0.81,5.6681633793103465,9.272831,0.5260450530088574,1.4513301076042668,1.3076162968966225,1.910520501986064,1487.6841737832442,754.6008941541288,0.1841298367185673,0.22522392497030888,0.24,LAD,2.79386375229399,4.725689004207109,5.311073141575476,0.8550076816863509,2670.552745,686.98256,0.8259944437131592,2.161537479438208,9.15950026444824,0.015549227777593913,0.0,0.003666468309063216,40.41234969945265,1.0,mine,0
Hyperemic,47,0.5885181794294424,1.2,0.63,2.5270479310344833,4.044263,0.8844872559476733,5.288602874350548,0.6906838126963308,1.952685117740625,393.33114164443566,351.85357907858145,0.0988501781530742,0.1334678467638394,0.81,LAD,1.206452910080058,1.3287396242553835,1.3640138984110275,0.2714079461714206,1108.984903,218.421619,5.88239409332784,3.780897329352845,0.4948377124460836,0.000291830456065,0.0042579376556619,0.0026659798246696,19.3708393692609,2.0,mine,0
Hyperemic,40,1.221245327087672e-15,0.1,0.251,3.429377321839081,5.986192,0.9864955494291824,4.247876023669794,0.0581505226514236,0.740015631833998,371.0658622187311,371.0658622187311,0.08253556501833,0.0884189213320866,0.62,LAD,1.7889281866689375,0.4302551813930271,1.813417392206248,0.2925489413175293,732.6753630000001,358.635663,24.73696273774311,1.7959130763531197,7.043540166483901,0.0001280939706721,0.0,5.2091739179235385e-05,26.61290419053483,2.0,mine,0
Hyperemic,85,0.11173319765978784,1.66,0.5800000000000001,7.519632252873565,12.671243,0.9395705535762842,2.2373413683322725,0.1438969110244906,0.941928483259544,213.6075108915705,876.1074506591019,0.2698835109681496,0.2776909142195249,0.24,LAD,3.7599904451605632,3.728491011466234,4.001818097479667,0.8969080619353326,1885.374155,947.585162,11.02711935558676,54.24575856446431,11.02711935558676,0.0,0.0,0.0,41.36921383169776,0.0,mine,0
Hyperemic,25,0.5908588520863014,2.5,0.81,5.788791211494253,8.7952198,0.5484019016601559,1.429731079000906,0.6904732311951364,1.6689077417314837,466.52407135266986,508.8553544691064,0.14066442528378,0.13552161548488087,0.24,LAD,2.2035985830104243,2.417990661706864,2.523841888612287,0.5198430552512676,1298.2612226,646.7109972000001,8.407548860308824,1.1304700239293186,4.9231640698894354,0.03156079230933472,0.0,0.00479778824688532,27.78688451967169,,mine,0
Hyperemic,22,0.481312284496317,2.5,0.71,6.339156459770118,9.590172,0.661776336582346,1.6172687340051173,0.8265610686095878,1.7081094291252676,1080.2841232576243,745.7102875090653,0.19611292460759627,0.2271143571668778,0.24,LAD,2.85141057554051,4.639312027200237,4.308722476035079,0.8942727271820751,1733.477824,736.532308,0.5635368408773177,3.7672781701420903,3.6042953460506695,0.00015907090058290177,0.0,0.0,40.71175240608149,1.0,mine,0
Hyperemic,14,0.5908588520863007,1.5,0.81,5.788441356321839,9.039884,0.5451438695672088,1.4144430551846792,1.180180372035752,1.8762267243736035,1487.6841737832442,754.6008941541288,0.1841298367185673,0.22522392497030888,0.24,LAD,2.7037835509747508,4.74066039585336,4.959761453653128,0.8550076816863509,2592.773447,682.219004,4.386170626703445,2.161537479438208,9.15950026444824,0.015549227777593913,0.0,0.003666468309063216,39.470801279669786,1.0,mine,0
Hyperemic,13,0.5908588520863005,1.2,0.81,5.8820340574712615,8.897737,0.5768690979759261,1.5101850592421515,1.1077139832632843,1.8618302455924716,1168.7414772287102,913.2225482059446,0.2403953982440279,0.2745958286935022,0.24,LAD,2.654303317261267,4.6531887950387345,4.601222923145792,0.8460779493842456,2642.526706,647.111402,16.903581091850505,3.452354719242726,8.315521376549851,0.0,0.0,0.0,38.295846375542766,1.0,mine,0
