Condition,Geometry Number,Stenosis Percentage,Length,Width,Average Flow,Max Flow,P_d/P_a,HMR,HSR,P_Loss_Coeff,WSS_TE,WSS_LE,WSS_TE_Area,WSS_LE_Area,Rtotal_cor Value,Location,CFR,BMR/HMR,CFR/FFR,WSS_Area_Bifur,WSS_Bif,WSS_LMB,WSS_min,WSS_TE_min,WSS_LE_min,WSS_TE_Area_min,WSS_LE_Area_min,WSS_Area_Bifur_min,v_distal,discord,source,Location_num
Hyperemic,56,0.5985359125502809,0.9,0.5700000000000001,6.556845,10.417828,0.5725204434051464,1.3105312559727094,0.9785245691400832,1.7619408141240716,1727.5603525630877,1035.856330639133,0.1535249854322838,0.209743863973616,0.24,LCX,3.0672253988592373,5.511597681764641,5.357407642278204,0.854603135130241,3448.9948889999996,1866.911607,13.283891052481216,0.1944678757513302,22.32315888905731,0.0614470907738903,0.0,0.0152769512877634,42.57799437302996,1.0,mine,1
Hyperemic,33,0.4528590858545518,2.5,0.6799999999999999,2.599016574712644,4.135181,0.924239661947442,6.243739234486017,0.5118020948375821,1.846428747588688,266.9543567388504,275.26502616691073,0.1301994713738493,0.0699040533066498,0.81,LAD,1.2310079563989222,1.2588481385733106,1.3319142286158727,0.2921284640910084,874.125894,187.553552,0.2769436099067577,1.747718444167106,4.293485120164274,0.0173440855671328,0.0,0.0003684104777769,18.332748956475193,2.0,mine,0
Hyperemic,34,0.588340170321754,2.5,0.78,3.86990087356322,6.417136,0.6533788530461884,2.5222098057043003,1.338046451358861,1.8681672235843891,1042.4395937926877,379.06635649288506,0.1466332696489874,0.1117297417582138,0.43,LAD,1.9071351555692395,2.5798286608418772,2.9188810545027257,0.6211886174997983,1102.881711,438.844546,1.216785458933648,1.4033508037201832,1.604850443863464,0.003321648956283,0.0008048483573979,0.0003761437703078,34.89867218852952,3.0,mine,0
Hyperemic,103,0.49445572328264864,2.5,0.69,6.1067292183908055,9.954753,0.6214384575111933,1.5205101546264728,0.9262488707418364,1.7778218144192954,1117.7019262520391,571.0289508765883,0.1571492618402626,0.1954850212441573,0.24,LAD,2.944949234974618,4.706987638997701,4.738923379104798,0.8664577161739683,1822.759157,688.197819,0.7048849075325394,2.312529555876469,5.556452433423626,0.0005062479444795,0.0,0.0,38.85618488292384,1.0,mine,0
Hyperemic,104,0.6182608632229922,0.9,0.79,6.229532206896553,9.86633,0.6092226570253605,1.731645436564977,1.1107397186753882,1.9086584518725016,586.5090309577638,680.2403063880718,0.1258824250249073,0.3257684032428406,0.24,LAD,2.922150080825875,4.360514047912261,4.7965223340408905,0.8667588052806204,3936.998691,790.071542,18.388692409648385,2.6325480168583484,2.610195741575552,0.0,0.0,0.0,34.475306023081764,1.0,mine,0
Hyperemic,3,0.45285908585455226,1.7,0.6799999999999999,6.790127793103449,8.919556,0.7459706653071306,1.785816657750426,0.6081335882893033,1.5277917496882705,1003.3344235838715,837.4774532402893,0.22068854326919118,0.24689956207272287,0.24,LAD,2.652342116828997,4.523932556132727,3.555558201121724,0.9056659563023517,2082.036108,853.378861,1.1392962820648316,4.960577681152702,2.0129338568057222,3.0207366225020003e-05,0.0,0.0,45.36924175286357,1.0,mine,0
Hyperemic,4,0.44079359487256153,2.0,0.6699999999999999,6.762165206896554,10.876202,0.7479367253707507,1.790297888994485,0.603350969613224,1.54883726283578,1001.1011708572668,841.1157410064193,0.2097485620450843,0.2306085094703569,0.24,LAD,3.218754013749589,4.5467148313113555,4.3035111187434465,0.9065415447865216,1783.614223,781.208763,0.2749542307485164,7.1777998199202875,1.661024744610349,0.0,0.0,0.0,42.88318483980808,1.0,mine,0
Hyperemic,105,0.6182608632229937,1.66,0.79,5.636134655172415,8.970219,0.4854320423995582,1.302850696108104,1.3810485571590094,1.97467912420623,1837.3815561315628,546.8623969262701,0.1853283157074776,0.2570816426934172,0.24,LAD,2.6674668871956686,4.891515003286646,5.495036697639506,0.8694731353088281,2565.304714,635.728847,2.146444544145116,4.240137628100795,1.1662791232446703,0.0,0.0,0.0,36.82002712321218,1.0,mine,0
Hyperemic,102,0.48293281581511055,2.0,0.69,6.343399793103448,10.37623,0.6602578837271678,1.5527288145548812,0.7989717146227467,1.6862190227307816,1349.616545033686,627.5281643998342,0.1944380562723952,0.2359629332620148,0.24,LAD,3.0855666718607075,4.727773837256254,4.673275015578198,0.9065772779674406,2016.964564,738.104042,0.6354246012495598,6.304345123373613,4.108480374279441,0.0,0.0,0.0,41.38725869763723,1.0,mine,0
Hyperemic,5,0.4813122844963183,1.2,0.71,6.701941919540231,10.671385,0.7440427260355219,1.7046614561576394,0.5864186075378639,1.6510636505474294,905.2586431544572,982.1901587301684,0.2521572502161603,0.2760529649898376,0.24,LAD,3.1726242521739465,4.428578831403934,4.264035036104203,0.8975745541092979,1365.681849,554.574982,6.11657980511664,3.661837349076865,3.2946231640161283,0.0001510368311251,0.0,0.0,41.48026162733459,1.0,mine,0
