Condition,Geometry Number,Stenosis Percentage,Length,Width,Average Flow,Max Flow,v_distal,P_d/P_a,HMR,HSR,P_Loss_Coeff,WSS_TE,WSS_LE,WSS_TE_Area,WSS_LE_Area,R_scale,R_micro,R_total,Location,CFR,BMR/HMR,CFR/FFR,WSS_Area_Bifur,WSS_Bif,WSS_LMB,WSS_min,WSS_TE_min,WSS_LE_min,WSS_TE_Area_min,WSS_LE_Area_min,WSS_Area_Bifur_min,discord,source
Non-hyperemic,13,5.908588520863005122e-01,1.2,0.81,2.222720379310345,3.352193,15.740416156044297,0.9008489519258616,7.027176196100489,0.7734391912822509,2.091964244083393,339.06320847374724,338.28889432788003,0.08652279608641361,0.10119732593478993,0.24,0.0,0.24,LAD,,,,0.2058821509028046,962.312151,72.690392,2.901735293729768,2.2500415013426087,0.41539289023324794,0.003947194069949019,0.006812162796746053,0.004540237849704052,,mine
Hyperemic,57,5.985359125502809352e-01,0.9,0.5700000000000001,2.578639390804597,4.021568,17.31867547063167,0.871184874015162,5.710697872743237,0.8443951311371876,2.088585326089596,667.8932333138738,294.62593529979483,0.12585422986749323,0.03991963350665286,0.24,0.0,0.24,LCX,1.1840333237254008,1.2648403388270182,1.359106842923439,0.16890148042164477,1426.242068,670.195732,9.170895035202573,0.011393714070600528,8.226743597903061,0.1214833661856901,0.0,0.023433968135060244,2,mine
Hyperemic,92,2.982273990851341816e-01,0.9,0.745,7.451273022988503,12.274321,39.096960528590735,0.9426890656164324,2.3507809155459753,0.14291610639707608,0.9634924597598253,264.7950132945944,882.3676985262048,0.18687555420246774,0.258000517709216,0.24,0.0,0.24,LAD,3.631626754039613,3.759671928362703,3.8524120905813857,,1976.155823,1080.360693,31.295791551441738,3.2038913472306745,3.099783261350577,0.0006611775555870974,0.0,0.00020868178740470177,0,mine
Hyperemic,59,5.951443504385723893e-01,3.0,0.76,2.5989340574712645,4.065986,13.91415664844108,0.8944526595136972,7.435574061537173,0.8774137555931402,2.2003018301310364,182.51978861540942,265.042827631728,0.057739541960126914,0.03729076541086709,0.81,0.0,0.81,LCX,1.211995277196436,1.267146075848457,1.355013330560594,0.20659915155063757,562.77639,240.665168,0.1182917395117803,0.28866843534404507,5.948608701557494,0.00839307532401496,0.0,0.00034629131196176266,2,mine
Hyperemic,95,3.090435692874633489e-01,2.5,0.9,7.273192149425287,11.947408,41.8802777295548,0.8580900450436191,2.0049808830679297,0.3315814563378503,1.2991349614465406,446.49258043970497,817.665875779977,0.19572259870067554,0.25982933418363796,0.24,0.0,0.24,LAD,3.541122687545348,4.094231359952895,4.126749527044499,,1745.8551320000001,947.325016,0.6398242668267388,0.7185282605650491,6.527743080074751,0.022534018757299656,0.0,0.0,0,mine
Hyperemic,35,5.883401703217540080e-01,2.5,0.78,2.9805056091954043,4.876324,22.609484041950147,0.7524762786789294,3.8184426474726645,1.2560597065104278,2.145273912120132,770.9197410997666,284.57443510782736,0.13713020168813692,0.08256782661403066,0.62,0.0,0.62,LAD,1.449214872545325,1.7040636055432485,1.925927651951516,0.40137086775107206,1127.190525,254.535953,0.8129417085612887,1.4298683624362236,0.8129417085612887,0.00473232372408208,0.0,0.0,3,mine
Hyperemic,32,4.528590858545518127e-01,2.5,0.6799999999999999,3.2739604597701137,5.556566,22.15693181260629,0.892390459788147,4.650418108917386,0.5607739852040513,1.803832516769092,395.5863340894741,378.6503972045427,0.14618628648696172,0.09114657277755861,0.62,0.0,0.62,LAD,1.6541420934792777,1.6901532999792253,1.8536079978622475,0.4873187981187342,780.2767,295.008377,0.5046602879202745,2.1179692142786073,4.266627489522906,0.00795074674206897,0.0,0.0,2,mine
Hyperemic,94,3.088178607003733145e-01,2.0,0.745,7.376683494252875,12.306007,39.895939393575496,0.9007144043524945,2.2166152875756215,0.24433712626869988,1.1876150460317667,388.52649107029987,953.3500623637241,0.21564348617148899,0.24275191296779225,0.24,0.0,0.24,LAD,3.66740068281681,3.9136836222875204,4.07165763653267,,1927.829155,1019.421368,0.3691789383077043,,14.460387712639243,0.007449042842249646,0.0,0.0,0,mine
Hyperemic,93,3.090435692874629048e-01,1.66,0.9,7.324861252873563,12.241098,39.047508829410155,0.8860443883128815,2.235752530283645,0.28754377379965834,1.2676649162657627,430.0645835787221,917.5520624801386,0.21112736712801497,0.27860745253543806,0.24,0.0,0.24,LAD,3.624225776118731,3.986197024346698,4.0903433551671435,0.9165664287722468,1945.891685,854.119079,1.7536831997797404,3.909043776632259,9.163103881224995,0.0006884419653576181,0.0,0.0,0,mine
Hyperemic,58,5.951443504385723893e-01,3.0,0.76,6.725018758620688,10.989131,30.868403864904842,0.6407680732658327,2.0600894596554786,1.154941915356269,1.9736002492568907,595.7586515005607,888.6050456617386,0.09825031577537102,0.19098162987341988,0.24,0.0,0.24,LCX,3.2756568449800243,4.573567642704746,5.1120787405727475,0.9324970113433937,1735.756854,814.901746,0.7343394324868007,0.7389900601018516,20.87221544489923,0.0,0.0,0.0,1,mine
Hyperemic,56,5.985359125502809352e-01,0.9,0.5700000000000001,6.556845,10.417828,42.57799437302996,0.5725204434051464,1.3105312559727094,0.9785245691400833,1.7619408141240716,1727.5603525630877,1035.856330639133,0.1535249854322838,0.20974386397361602,0.24,0.0,0.24,LCX,3.0672253988592373,5.511597681764641,5.357407642278204,,3448.9948889999996,1866.911607,13.283891052481215,0.19446787575133023,22.323158889057314,0.0614470907738903,0.0,0.015276951287763477,1,mine
Hyperemic,33,4.528590858545518127e-01,2.5,0.6799999999999999,2.599016574712644,4.135181,17.285463556794816,0.9242396619474421,6.243739234486017,0.5118020948375821,1.8719753081377628,266.9543567388504,275.26502616691073,0.13019947137384932,0.06990405330664987,0.81,0.0,0.81,LAD,1.2310079563989222,1.2588481385733106,1.3319142286158727,0.2921284640910084,571.3153990000001,209.035986,0.27694360990675776,1.7477184441671059,4.293485120164274,0.01734408556713282,0.0,0.00036841047777691927,2,mine
Hyperemic,34,5.883401703217540080e-01,2.5,0.78,3.8699008735632203,6.417136,28.635636758840054,0.6533788530461884,2.5222098057043003,1.338046451358861,2.0701186256049287,1042.4395937926877,379.06635649288506,0.1466332696489874,0.1117297417582138,0.43,0.0,0.43,LAD,1.9071351555692397,2.5798286608418772,2.9188810545027257,0.6211886174997983,1503.760284,362.853009,1.216785458933648,1.4033508037201832,1.604850443863464,0.003321648956283079,0.0008048483573979366,0.0003761437703078231,3,mine
