Condition,Geometry Number,Stenosis Percentage,Length,Width,Average Flow,Max Flow,v_distal,P_d/P_a,HMR,HSR,P_Loss_Coeff,WSS_TE,WSS_LE,WSS_TE_Area,WSS_LE_Area,R_scale,R_micro,R_total,Location,CFR,BMR/HMR,CFR/FFR,WSS_Area_Bifur,WSS_Bif,WSS_LMB,WSS_min,WSS_TE_min,WSS_LE_min,WSS_TE_Area_min,WSS_LE_Area_min,WSS_Area_Bifur_min,discord,source
Hyperemic,111,4.525374451060918402e-01,1.2,0.63,4.5410628045977,7.626985,28.360123,0.8889360184311332,3.2101839803613754,0.40108152559367605,1.5510788279282102,440.49523074135374,562.3598071506252,0.17220010105316189,0.2222343731135349,0.24,0.19,0.43,LAD,2.270188705528532,2.4849521257362466,2.5538268879408736,0.6075428609586504,1168.753391,518.472116,2.629587146422291,1.2300363823238074,0.8643965371477126,0.00010391822850698305,0.00029720608582322765,0.0001310074742704122,0,mine
Hyperemic,116,5.883401703217540080e-01,2.5,0.78,2.427707344827587,4.038931,15.573272,0.8166381838493407,5.194848557988097,1.166412353792242,2.275026521567999,439.797154195298,173.44518845571412,0.12024687624549293,0.0410192876929608,0.24,0.5700000000000001,0.81,LAD,1.200346587795307,1.252561854841137,1.469863412628224,0.21811198419236527,720.038195,150.960787,0.3490536152957259,1.3737480971494567,5.967180364220549,0.010032206760505785,0.0,0.0004201541757749829,2,mine
Hyperemic,110,1.221245327087672194e-15,0.1,0.251,2.685654551724138,5.023058,17.512849,0.9898963582279641,5.513633383021434,0.05627637287615729,0.9075235752387643,206.79723770214628,206.79723770214628,0.03204688506968395,0.04299937322490722,0.24,0.5700000000000001,0.81,LAD,1.501102878002059,0.3314820812582912,1.5164242857597914,0.0598552293886495,397.139867,195.253419,,1.1796007781868574,6.01875724444008,0.001548386233849482,0.0,0.0009648959300071628,2,mine
Hyperemic,103,4.944557232826486404e-01,2.5,0.69,6.1067292183908055,9.954753,38.85618488292384,0.6214384575111933,1.5205101546264728,0.9262488707418363,1.7778218144192954,1117.7019262520391,571.0289508765883,0.15714926184026268,0.19548502124415731,0.24,0.0,0.24,LAD,2.944949234974618,4.706987638997701,4.738923379104798,0.8664577161739683,1822.759157,688.197819,0.7048849075325394,2.312529555876469,5.556452433423626,0.000506247944479506,0.0,0.0,1,mine
Hyperemic,104,6.182608632229922296e-01,0.9,0.79,6.229532206896553,9.86633,34.475306023081764,0.6092226570253605,1.731645436564977,1.1107397186753882,1.9086584518725014,586.5090309577638,680.2403063880718,0.1258824250249073,0.3257684032428406,0.24,0.0,0.24,LAD,2.922150080825875,4.360514047912261,4.7965223340408905,0.8667588052806204,3936.998691,790.071542,18.388692409648385,2.6325480168583484,2.610195741575552,0.0,0.0,0.0,1,mine
Hyperemic,3,4.528590858545522568e-01,1.7,0.6799999999999999,6.790127793103449,8.919556,45.36924175286357,0.7459706653071306,1.785816657750426,0.6081335882893033,1.5277917496882705,,,,,0.24,0.0,0.24,LAD,2.652342116828997,4.523932556132727,3.555558201121724,,2082.0361080000002,853.378861,1.1392962820648316,,,,,,1,mine
Hyperemic,4,4.407935948725615338e-01,2.0,0.6699999999999999,6.762165206896554,10.876202,42.88318483980808,0.7479367253707507,1.790297888994485,0.603350969613224,1.54883726283578,1001.1011708572669,841.1157410064193,0.20974856204508438,0.2306085094703569,0.24,0.0,0.24,LAD,3.218754013749589,4.5467148313113555,4.3035111187434465,0.9065415447865215,1783.614223,781.208763,0.2749542307485164,7.1777998199202875,1.661024744610349,0.0,0.0,0.0,1,mine
Hyperemic,105,6.182608632229936729e-01,1.66,0.79,5.636134655172415,8.970219,36.82002712321218,0.4854320423995582,1.302850696108104,1.3810485571590094,1.97467912420623,1837.3815561315628,546.8623969262701,0.18532831570747765,0.25708164269341727,0.24,0.0,0.24,LAD,2.6674668871956686,4.891515003286646,5.495036697639506,0.8694731353088281,2565.304714,635.728847,2.146444544145116,4.240137628100795,1.1662791232446703,0.0,0.0,0.0,1,mine
Hyperemic,102,4.829328158151106054e-01,2.0,0.69,6.343399793103448,10.37623,41.387258697637236,0.6602578837271678,1.5527288145548812,0.7989717146227467,1.6862190227307816,1349.616545033686,627.5281643998342,0.1944380562723952,0.23596293326201484,0.24,0.0,0.24,LAD,3.0855666718607075,4.727773837256254,4.673275015578198,0.9065772779674406,2016.9645639999999,738.104042,0.6354246012495598,6.304345123373613,4.108480374279441,0.0,0.0,0.0,1,mine
Hyperemic,5,4.813122844963183544e-01,1.2,0.71,6.701941919540231,10.671385,,0.7440427260355219,1.7046614561576394,0.5864186075378639,,905.2586431544573,982.1901587301684,0.25215725021616037,0.2760529649898376,0.24,0.0,0.24,LAD,3.1726242521739465,4.428578831403934,4.264035036104203,,1365.681849,554.574982,6.11657980511664,3.661837349076865,3.2946231640161283,0.00015103683112510102,0.0,0.0,1,mine
Hyperemic,2,4.528590858545522568e-01,1.5,0.6799999999999999,6.758107022988508,10.629883,41.88579453318272,0.7605385350066943,1.8455259175423024,0.5810781696865688,1.542722081703005,,,,,0.24,0.0,0.24,LAD,3.1602696515638007,4.4129187656598505,4.155305097769943,,1900.432391,745.969052,3.4716827247900253,,,,,,1,mine
Hyperemic,16,5.908588520863007343e-01,2.0,0.81,5.723283206896553,7.86791,40.61337659185862,0.5170823897728608,1.2625121137312798,1.1790951401646894,1.863434030978628,,,,,0.24,0.0,0.24,LAD,2.3566389056539916,4.9487671851488155,4.557569455593323,,2169.667977,581.733328,0.7341192484426368,,,,,,1,mine
Hyperemic,29,5.744822650154264299e-01,3.0,0.6699999999999999,5.710921896551725,8.978154,39.22059127972817,0.5218719525590396,,,,1059.1460137415613,555.8838788379963,0.15022434067439644,0.16587062931237898,0.24,0.0,0.24,LAD,,,,0.8749396498089799,1830.526006,641.741912,,0.8687001676422706,3.858521911399193,0.0002386836165743811,0.0,0.0,,mine
Hyperemic,11,5.583999396986585317e-01,1.7,0.78,5.999472436781613,9.301468,40.076509405559634,0.5897835616470474,1.4967669656608036,1.0410571837286555,1.8151389769207467,1616.8743237681167,685.0532819002452,0.1971204706129845,0.22679635213458615,0.24,0.0,0.24,LAD,2.772221361214101,,4.700404591596809,0.8904057626403128,2346.957536,694.570039,2.3939692676470035,9.381607927292322,1.3443801270665623,0.0,0.0004465721421845994,0.0002060665901003062,1,mine
Hyperemic,27,4.407935948725619779e-01,3.0,0.6699999999999999,6.518807241379308,10.476556,41.5390693273732,0.6908273680772723,1.7142826332692163,0.7672094333239904,1.6670114518860637,931.1602990863101,689.4221650493502,0.16883242330995393,0.1970180567653972,0.24,0.0,0.24,LAD,,,,0.9060391386550679,1641.570559,807.217486,,1.1047179436472,1.5669983834350605,0.0,0.0,0.0,,mine
Hyperemic,18,4.528590858545518127e-01,2.5,0.6799999999999999,6.511574356321841,10.717489,44.32141732818487,0.6988151738335279,1.710498439765139,0.7372137791636029,1.6215340837889312,,,,,0.24,0.0,0.24,LAD,3.1905046554474707,4.5951047544650665,4.565591553980072,,1876.517458,769.259048,0.24910543478014224,,,,,,1,mine
Hyperemic,87,1.117331976597892851e-01,2.5,0.5800000000000001,7.4895322183908055,12.616206,44.02522207487703,0.9190806492490631,2.0545491064470114,0.18089030588931124,1.0142680176357821,228.7479913807293,905.6923312107253,0.30027500597382684,0.25988387318474165,0.24,0.0,0.24,LAD,3.754014313582431,3.8393958053593527,4.084531990364129,,1941.872063,1040.859337,1.5519494801002156,67.94763266245519,1.5519494801002156,0.0,0.0,0.0,0,mine
Hyperemic,45,5.885181794294424007e-01,1.2,0.63,4.1635699885057464,6.954037,31.135176921251997,0.7568711198149919,2.6759587677888668,0.8595953017639165,1.8415969750612968,800.2244054301929,643.1548609246648,0.19106190213997723,0.2363266009707142,0.43,0.0,0.43,LAD,2.0744739339292217,2.62604053570938,2.740854921821171,0.6411970885104128,1938.923303,438.439425,14.099995865580711,3.3248249766003624,2.931991490019778,0.0,0.0,0.0,1,mine
Hyperemic,89,2.048441957096109878e-01,1.66,0.5800000000000001,7.4661003563218395,12.452738,39.70169225227384,0.932418819267343,2.299125841820929,0.16663932112107277,1.02352274885987,245.4314955268868,918.1260622813408,0.23801104765331796,0.27283952198638906,0.24,0.0,0.24,LAD,3.70951389838405,3.775228065241803,3.978377336161915,,1932.360311,947.215095,4.362939738652074,34.17916654701156,4.362939738652074,0.0,0.0,,0,mine
Hyperemic,42,4.525374451060918402e-01,1.2,0.63,4.533894816091955,7.645781,30.386852633695835,0.8878546018955159,3.208640971021866,0.4052851878014498,1.5256292917545848,486.585453214505,617.0461792914975,0.18818282037022646,0.23243885069333553,0.43,0.0,0.43,LAD,2.2757833758876735,2.486147118997529,2.563238813009488,0.6710307695376518,1276.5235950000001,572.029588,3.3964194196624065,1.6346310550879493,0.7368843463735306,0.0005915221433868994,0.00013082337504037974,5.7666517467495204e-05,0,mine
Hyperemic,26,5.883401703217540080e-01,2.5,0.78,5.521073758620689,8.554116,37.41491946706594,0.4838699627372058,1.3158484317111423,1.4035773087657295,1.9747458035257996,1382.0682300726066,498.45167022310807,0.15436960153166765,0.16762232891311166,0.24,0.0,0.24,LAD,2.542233069147564,4.944998974502542,5.253959255429695,0.8542600556361211,,555.281961,0.8105315919675893,0.9641121483925308,4.398622812674697,0.0031528710311348545,0.0,0.0,1,mine
Hyperemic,10,5.583999396986585317e-01,1.5,0.78,4.644740482758621,7.042027,37.77470077296363,0.6034385529576421,1.6162439707701814,1.0621463356636076,1.849537602148693,1425.0936520585053,723.0299951160384,0.2119117026157337,0.24314465535758917,0.24,0.0,0.24,LAD,2.115879885066278,4.650768173174628,3.5063717336184195,0.8796688121457623,2343.246802,828.289080,6.554413139143866,7.991082504656526,0.9551967596682551,0.0,0.00023344319421472054,0.00010667399067943322,1,mine
Hyperemic,28,4.791821992728508839e-01,3.0,0.6699999999999999,6.26949251724138,10.018652,42.215288630699185,0.6341173095287673,1.5450343648895741,0.8914775260060365,1.7251949160339646,1087.7114303819303,702.9437028692568,0.16163791075152942,0.18892419147929976,0.24,0.0,0.24,LAD,,,,0.896448050344565,1719.913802,776.568645,0.6199882322180928,1.8407738849780304,2.9468878609798588,0.00012477848617099312,0.0,0.0,,mine
Hyperemic,88,1.971887809965851002e-01,0.9,0.43,7.529893551724139,12.589395,39.77078412398227,0.955572398391019,2.3573700823947332,0.10960163671733375,0.8408071658169932,,852.1112578170527,,0.270316769622192,0.24,0.0,0.24,LAD,3.7099496259519174,3.719529468717946,3.8824369898070357,,1891.5382020000002,1044.787504,84.72044971874178,,9.104427070039604,,0.0,,0,mine
Hyperemic,43,4.525374451060918402e-01,1.2,0.63,3.345518252873563,5.622249,22.706773389437632,0.9305854312075453,4.6982021133792164,0.3504500101369882,1.5890249309172095,318.27080780434557,428.0651502712763,0.1249790736996265,0.18029069984457766,0.62,0.0,0.62,LAD,1.673474666525381,1.697916205709128,1.7983031008274528,0.4784084697921411,879.953135,376.756850,1.5539238746983945,0.8221760058685452,3.4747285776189045,0.0010212787304176981,8.15505608154954e-05,0.00012309315188520128,2,mine
Hyperemic,44,4.525374451060918402e-01,1.2,0.63,2.641871827586207,4.307206,17.845739915414583,0.9521845720622448,6.228996279391036,0.3127987277473944,1.6442846985201878,219.20823757035095,315.5809588680083,0.08438456743055289,0.12847612285610127,0.81,0.0,0.81,LAD,1.2820492519107782,1.2806483016206447,1.3464293473418827,0.29871774129805934,644.577906,265.821498,1.170979141765698,1.6682006892103798,4.934876195125481,0.002517894270148114,0.0,0.0006617863568095172,2,mine
Hyperemic,86,1.113770310019458476e-01,2.0,0.43,7.493182551724139,12.631045,42.4966948049477,0.9376209580254835,2.1706434577333726,0.14441087115501475,0.9317990137180282,212.6642977426254,979.650865313902,0.31319419713780444,0.23133299808557833,0.24,0.0,0.24,LAD,3.7819164496161957,3.756206726260193,4.033523800044375,0.9248529689574373,2003.333109,949.370312,4.646975943657963,65.27433742433041,4.646975943657963,0.0,0.0,0.0,0,mine
Hyperemic,31,4.528590858545518127e-01,2.5,0.6799999999999999,4.39696891954023,7.559204,29.518513275610733,0.8330686984997977,3.1318658217770725,0.6275670166154661,1.7281199097737925,605.2747147487365,522.8618905069973,0.1602228747408965,0.12361164046920929,0.43,0.0,0.43,LAD,2.2503102688957406,2.509660362336347,2.701230130177898,0.6882827319874221,1102.881711,438.844546,0.21047291935441584,1.9637056876320207,1.8260573343842634,0.003498644986276411,0.0,0.0,0,mine
Hyperemic,36,5.883401703217540080e-01,2.5,0.78,2.4246578390804605,3.777631,18.332748956475193,0.8143860169028653,5.181668622997408,1.181000326923234,2.209576706274208,566.7719912810163,215.29496278790998,0.1288030046416231,0.059022813305579694,0.81,0.0,0.81,LAD,1.1226897614244395,1.2557478331465335,1.378572001633897,0.254525137154013,874.125894,187.553552,0.4406662047319519,1.4596156582377064,4.471410251735233,0.006148238292262398,0.0,0.0003162636153380569,2,mine
Hyperemic,38,1.221245327087672194e-15,0.1,0.251,7.461479057471265,12.545064,54.98562990226893,0.964578422484488,1.8008452159937658,0.06613125166895184,0.4807118179117628,936.374458853519,936.374458853519,0.246738978350091,0.2532575951228662,0.24,0.0,0.24,LAD,3.7489974583451002,1.0148960348547051,3.88666942050053,0.9032155951429448,1929.592179,1010.994858,,4.369296020094136,25.64289425477569,0.0,0.0,0.0,0,mine
Hyperemic,53,3.025495305936860557e-01,0.9,0.61,2.6828778965517244,4.45746,16.06083368563955,0.9845733001599538,7.010223977318492,0.10983907555894298,1.2355430640122143,78.10411912282758,327.48764622021844,0.008461929556350152,0.04284752873359605,0.81,0.0,0.81,LCX,1.3250046297548623,1.2353064101066003,1.3457653478309863,0.19095877163430824,643.138253,260.938233,0.49420722737386985,0.28307299595399865,5.9058722413658415,0.08401460734621552,0.0,0.018778420599756755,2,mine
Hyperemic,98,4.058147879532344460e-01,2.0,0.9,7.178217183908046,11.764026,39.83858545579484,0.8391464266479334,2.074949386858641,0.39774110072082014,1.3998508415159185,638.2716610565534,772.7755376904504,0.21020448452801901,0.2538017178682272,0.24,0.0,0.24,LAD,3.4957361265879205,4.285105703777623,4.1658237651705665,,1779.039753,904.389907,0.4192609412398228,4.804038087851483,6.716936457167476,0.0,0.0,0.0,0,mine
Hyperemic,54,3.007901338947706060e-01,3.0,0.9,7.312828839080461,12.119358,33.04020168775742,0.8427379507108205,2.529300164705266,0.47198886300719006,1.5554433412811453,232.55271146695515,925.3396628426545,0.10490682091280513,0.18794561553358097,0.24,0.0,0.24,LCX,3.594209457423563,3.9433113258619708,4.264919426485981,0.9242231515101843,1863.3892369999999,1084.868221,2.1430278430587597,2.9674509363776087,5.176404848367747,0.006228524867171272,0.0,0.0,0,mine
Hyperemic,96,3.916117361723976398e-01,0.9,0.745,7.430936758620687,12.285924,37.16366309346329,0.9263184144450602,2.44565604463464,0.19453334002720546,1.1194298089256105,338.0850954423585,895.7689062087742,0.193373336863056,0.29104681545101607,0.24,0.0,0.24,LAD,3.648280537463999,3.9012699518055505,3.938473510374523,,1898.2557390000002,1001.229248,4.082003389731907,0.5109381576396892,7.018690653757756,0.0036396223816133597,0.0,0.0,0,mine
Hyperemic,91,2.048441957096112098e-01,2.5,0.5800000000000001,7.447860241379311,12.426984,42.84841928399195,0.9102725726031675,2.082481476328134,0.20527445415400952,1.080954380734553,259.1238709593554,856.0939946475044,0.2339780218799537,0.26544814165025427,0.24,0.0,0.24,LAD,3.7065092315373724,3.8707080348765186,4.07186741981868,,1853.613765,999.603756,6.813019877073231,48.15929761477047,8.349790135195938,0.0,0.0,0.0,0,mine
Hyperemic,39,1.221245327087672194e-15,0.1,0.251,4.726278620689654,8.421709,35.994419658251026,0.9801345828098009,3.0038242848749523,0.060881662204007835,0.6288056051554942,545.206071327034,545.206071327034,0.11080781797420228,0.12795355838441888,0.43,0.0,0.43,LAD,2.5167640145894876,0.6084479302940394,2.5677739146542042,0.6319629009989032,1107.928699,559.284393,,2.36701954306081,12.382205189233677,0.0,0.0,0.0,0,mine
Hyperemic,30,5.891022860976811160e-01,3.0,0.6699999999999999,5.458982977011495,8.576897,37.33391360567796,0.46954648881869165,1.291723808554953,1.4592792109857442,1.9925891571904355,1166.2347275081481,532.3045266068085,0.14646902993489097,0.15882195261575457,0.24,0.0,0.24,LAD,,,,0.8521015753267414,1840.200601,596.237418,,1.7197856658889694,4.616771148741651,0.001130923609697221,0.0,0.0,,mine
Hyperemic,90,2.048441957096110988e-01,2.0,0.5800000000000001,7.43101511494253,12.107212,40.53392954223963,0.9277427714462592,2.212383997517603,0.17231148662905893,1.0290498009151128,247.97284862631201,814.4667631085815,0.24031824585937903,0.23758162349836964,0.24,0.0,0.24,LAD,3.6098582856529506,3.8361425078497398,3.8910120313042578,,1797.3269890000001,960.002738,7.87367630499969,35.965650573621645,7.87367630499969,0.0,0.0,0.0,0,mine
Hyperemic,97,4.058147879532344460e-01,1.66,0.9,7.189452103448272,11.819316,38.62075102847954,0.8494838429169274,2.1677092654893473,0.3840864909148527,1.398162597325716,603.253188312496,825.1230002791011,0.20790189754631716,0.27859146282906644,0.24,0.0,0.24,LAD,3.5306845294194438,4.225806520413059,4.156270373896583,0.9159878473309466,1800.281676,956.872246,0.6836883219436792,5.910061844150923,11.244383037278103,0.0,0.0,0.0,0,mine
Hyperemic,55,3.007901338947706060e-01,3.0,0.9,2.6786787241379306,4.363152,13.657711265982023,0.9646902231417522,8.079212891367535,0.29571690221488606,1.7360525007305168,61.44473692777238,270.97686473379787,0.0,0.042533224290969264,0.81,0.0,0.81,LCX,1.2939697121395815,1.2345036725846936,1.3413318401066088,0.1954033407466782,534.485786,267.775446,0.3791010713990418,6.289354415098256,3.989964346347378,0.0,0.0,0.0005879417650930478,2,mine
Hyperemic,52,3.025495305936860557e-01,0.9,0.61,7.3823949080459785,12.34426,42.32404555877313,0.9126962358029159,2.1120687294224996,0.20202948482561042,1.0793818630013445,322.08278645447564,1106.0174778485587,0.24375966528453363,0.19295350104538497,0.24,0.0,0.24,LCX,3.6693995349139996,4.100138643609553,4.020395166510093,0.8904357673507558,2187.311718,1046.328859,3.2074905986691657,11.478017536415903,10.414120380224864,0.0,0.0,6.917683382804999e-05,0,mine
Hyperemic,99,4.058147879532344460e-01,2.5,0.9,7.108032045977007,11.659506,40.381695961340725,0.8157116556005558,1.9900803580543631,0.4496057055083739,1.44720153901034,631.8463008447188,780.5529542917068,0.1914348814016365,0.2587242091584432,0.24,0.0,0.24,LAD,3.442282347606125,4.305304054999054,4.219974452947831,,1732.2124,847.591193,0.6580354014822514,3.4289668800633035,8.491129764114707,0.0003553495288070921,0.0,0.0,0,mine
Hyperemic,115,5.883401703217540080e-01,2.5,0.78,2.9934841839080457,4.872295,20.008623,0.7556240045961108,3.825090444068897,1.237070658281801,2.191731584554186,646.2471759940215,241.12928016801905,0.1316767804179239,0.07525076049347003,0.24,0.38,0.62,LAD,1.4480174773924426,1.701102036816355,1.9163201123638516,0.2931842685387284,971.537636,214.731895,0.7016650764221519,1.451679227356238,2.835247260767683,0.0054485950985139805,0.0,0.0001708608976105535,3,mine
Hyperemic,112,4.525374451060918402e-01,1.2,0.63,3.3501309999999997,5.813001,19.851737,0.9318002862051495,4.705911519446937,0.34443198131784075,1.6398592367904006,260.8487920767079,361.70551756359873,0.10187672590148153,0.14428076640164136,0.24,0.38,0.62,LAD,1.7302524150009555,1.695134613780618,1.856891911943473,0.38851501884074674,741.765313,312.921526,2.0079724511253496,0.5182349940181683,3.923985130918288,0.0014629705024329354,0.0,0.000310060705356229,2,mine
Hyperemic,113,4.525374451060918402e-01,1.2,0.63,2.643248655172415,4.750686,14.921026,0.952862944528674,6.242037757349396,0.30878656968639745,1.7164139956203848,167.66154933474965,249.05461314634104,0.06001810766424762,0.08576973948423999,0.24,0.5700000000000001,0.81,LAD,1.4140520403163923,1.2779726454892264,1.4840036003455268,0.22321260755532876,513.944442,208.856477,1.2296494484908085,1.3018746437968967,5.251371486148211,0.003996547299896433,0.0,0.0015447072970123168,2,mine
Hyperemic,114,5.883401703217540080e-01,2.5,0.78,3.8760169770114943,6.152654,26.672461,0.6564050157058651,2.526625462305038,1.3225612468916177,2.0959069840777906,951.4213386885559,349.43139581912,0.14330025673067942,0.10244000379773845,0.24,0.19,0.43,LAD,1.8285326574742542,2.5753200236793963,2.78567746090109,0.5530936416213713,1376.376872,327.242436,1.3295773392340877,1.3828207953210263,3.1961094736046944,0.004102829264561419,0.00032146243685694006,0.00015023462730622943,3,mine
Hyperemic,9,5.583999396986579766e-01,1.2,0.78,6.17815655172414,9.622707,40.23977336044536,0.6296376913093262,1.5922381336964673,0.9365782883087361,1.7674428395825625,1114.227683762254,894.0199568751415,0.24611269687793272,0.27447070013929287,0.24,0.0,0.24,LAD,2.8484590234783753,,4.523965230790154,0.8598448436866624,2536.069532,675.230019,11.804044583698165,8.503777285952857,5.017626507912249,0.0,0.0,0.0,1,mine
Hyperemic,7,4.813122844963170222e-01,1.7,0.71,6.520036149425287,10.051321,40.690896935475436,0.7077159550196611,1.745610643582668,0.7209306731722623,1.6489505205343546,,,,,0.24,0.0,0.24,LAD,2.982477207818701,,4.21422915035997,,1956.971145,854.802792,1.0051501107166607,,,,,,1,mine
Hyperemic,109,1.221245327087672194e-15,0.1,0.251,3.4330807126436786,6.187513,23.261153,0.9864639348924329,4.237119800929089,0.0581409288928461,0.7984050079708325,309.2447946037971,309.2447946037971,0.06512601000335136,0.07898146013122782,0.24,0.38,0.62,LAD,1.8490914442905406,0.43134741403780413,1.874464315304311,0.21153375916775802,604.115309,294.853569,,2.0400293495286617,7.440433689035037,0.0006578152199982379,0.0,0.0003778586312099108,2,mine
Hyperemic,107,6.182608632229936729e-01,2.5,0.79,5.381528793103448,8.583473,36.1622373850825,0.4313608868084832,1.1808125155343643,1.5565995949396776,2.034475900149253,1337.2259322407613,471.2076589664077,0.14313673623467504,0.15386598357578374,0.24,0.0,0.24,LAD,2.5350669364918472,5.010605656386803,5.876904962914204,,2106.672789,685.528138,0.47860158830502925,1.1356984533404038,0.7276483968236219,0.0017617224738368043,0.00017355212008469563,6.85921475604957e-05,1,mine
Hyperemic,100,4.980058769521806816e-01,0.9,0.69,6.9011387586206885,11.167432,38.57780825987837,0.7675911407325787,1.9577549022976155,0.5927629429567739,1.5870977751493478,557.9601136950087,826.567910677607,0.18488416589885812,0.2857389083128153,0.24,0.0,0.24,LAD,3.2933786392534783,4.153824339798165,4.290537585035598,0.8519860684276246,2780.484192,905.946114,6.841795528281082,2.343825945531465,4.308568545639232,0.0011868360023177163,0.0,0.00036366341654902885,1,mine
Hyperemic,1,4.528590858545522568e-01,1.2,0.6799999999999999,6.834801517241383,11.063105,44.15254785953153,0.7827957385073367,1.8296084925168028,0.5076659745179392,1.4611765663540384,834.9112970551733,1020.278408579613,0.2552965294965516,0.2751923116871046,0.24,0.0,0.24,LAD,3.292957311319772,4.36003305550364,4.206662286638021,,2024.27804,833.409859,6.081414577109654,5.800368902956477,1.6623415456538202,0.0,0.0,,1,mine
Hyperemic,6,4.813122844963169111e-01,1.5,0.71,6.671608126436781,9.237415,40.47352856616462,0.7182265696914918,1.7736896142234237,0.6958509027548013,1.6358994060794059,,,,,0.24,0.0,0.24,LAD,2.7708266092989047,4.548208841823299,3.857872607649547,,1967.172652,818.044982,6.5277998492500355,,,,,,1,mine
Hyperemic,8,4.813122844963170222e-01,2.0,0.71,6.467248103448277,9.958848,43.6085124100638,0.6968829783228887,1.6053858157157246,0.6982804606212716,1.6050128974271054,,,,,0.24,0.0,0.24,LAD,2.970539045183367,4.645729925783361,4.262608124440398,,1837.066068,768.942716,0.2998333398156842,,,,,,1,mine
Hyperemic,101,4.829328158151106054e-01,1.66,0.69,6.536936839080457,10.566863,41.91661781888759,0.6804581247725437,1.6123212470682096,0.7571430717054976,1.6573459995710131,1344.2407077661499,654.3807928358958,0.21740795127820586,0.2556259674509181,0.24,0.0,0.24,LAD,3.118091539171551,4.633779080784821,4.582341551456724,0.9127237697581637,2187.223462,817.744377,2.4302514845828784,7.0581643901626805,1.8796814463132525,0.0,0.0,0.0,1,mine
Hyperemic,106,6.182608632229936729e-01,2.0,0.79,5.530506528735634,8.80037,36.613752508726414,0.4621054540174216,1.2491510623731163,1.454022101919428,1.9994810463047519,1760.5766910096352,496.5907203739743,0.16391340051873857,0.21631925680554423,0.24,0.0,0.24,LAD,2.6059766153044346,4.969238348524052,5.6393548110042175,0.851102959995269,2353.279592,666.986987,1.4577036745711562,4.440677750969987,1.4732560796032914,0.0,0.0007777370516774118,0.0003049433158119458,1,mine
Hyperemic,108,1.221245327087672194e-15,0.1,0.251,4.734063298850575,8.236356,33.306986,0.9801965587464581,3.0022044448630014,0.06065516025785761,0.6608866998356888,494.6262292382081,494.6262292382081,0.10475278074122787,0.11129559329534222,0.24,0.19,0.43,LAD,2.461372672951323,0.6087762184971848,2.5111011163914854,0.5289523737633897,996.795059,498.321819,,1.6575513001826927,9.536176424642681,0.0,0.0,0.0,0,mine
Hyperemic,84,1.075575169072274795e-01,0.9,0.43,7.540075137931037,12.704771,42.21282727646991,0.9603568198240049,2.2430431348900313,0.0925920046626733,0.741683325956433,183.87136941904916,900.4731887750416,0.3034828634000793,0.2335228311835859,0.24,0.0,0.24,LAD,3.7633061410680217,3.679783438616649,3.9186540496038607,0.9104545633699057,1902.3054280000001,1068.732764,81.25501415862131,52.910630632366974,5.294938492758576,0.0,0.0,0.0,0,mine
Hyperemic,41,1.221245327087672194e-15,0.1,0.251,2.6848443103448285,4.464591,20.912327707476624,0.9899141566166537,5.521875103972297,0.056260199037269254,0.8303531681724793,266.3086567563984,266.3086567563984,0.05368366734716016,0.07185251399751443,0.81,0.0,0.81,LAD,1.3342092405068966,0.3309873249006226,1.3478029701756977,0.1104270482542194,514.053816,249.423284,,0.8374723002253599,6.753689151613659,0.0007037876550675505,0.0,0.0003965541567252707,2,mine
Hyperemic,46,5.885181794294424007e-01,1.2,0.63,3.1513803793103454,5.240391,24.09325542265212,0.838027839958139,3.972473456829449,0.7677908487428824,1.9039017265054892,552.5574214107638,471.77565193879076,0.14859737238566215,0.18943115792259435,0.62,0.0,0.62,LAD,1.5632724607443544,1.7689674386670642,1.865418290664953,0.4398544268775754,1446.800495,301.783643,6.92131517578787,2.671673424443566,0.3263057789376667,0.0002918304560650058,0.002342299975855244,0.001170180691517149,2,mine
Hyperemic,12,5.583999396986588648e-01,2.0,0.78,5.969609988505748,8.709118,40.42812982188547,0.5777991208942236,1.417515595784849,1.0357861565456994,1.8091407304882439,,,,,0.24,0.0,0.24,LAD,2.587983409078888,4.804093749467398,4.479036598521693,,2048.599702,661.602462,1.3253958737831455,,,,,,1,mine
Hyperemic,15,5.908588520863007343e-01,1.7,0.81,5.6681633793103465,9.272831,40.41234969945265,0.5260450530088574,1.4513301076042668,1.3076162968966223,1.9105205019860638,,,,,0.24,0.0,0.24,LAD,2.79386375229399,4.725689004207109,5.311073141575476,,2670.552745,686.982560,0.8259944437131592,,,,,,1,mine
Hyperemic,47,5.885181794294424007e-01,1.2,0.63,2.5270479310344833,4.044263,19.3708393692609,0.8844872559476733,5.288602874350548,0.6906838126963308,1.952685117740625,393.33114164443566,351.85357907858145,0.09885017815307427,0.1334678467638394,0.81,0.0,0.81,LAD,1.206452910080058,1.3287396242553835,1.3640138984110275,0.2714079461714206,1108.984903,218.421619,5.88239409332784,3.7808973293528445,0.49483771244608366,0.0002918304560650058,0.0042579376556619855,0.0026659798246696865,2,mine
