Condition,Geometry Number,Stenosis Percentage,Length,Width,Average Flow,Max Flow,v_distal,P_d/P_a,HMR,HSR,P_Loss_Coeff,WSS_TE,WSS_LE,WSS_TE_Area,WSS_LE_Area,R_scale,R_micro,R_total,Location,CFR,BMR/HMR,CFR/FFR,WSS_Area_Bifur,WSS_Bif,WSS_LMB,WSS_min,WSS_TE_min,WSS_LE_min,WSS_TE_Area_min,WSS_LE_Area_min,WSS_Area_Bifur_min,discord,source,Location_num
Hyperemic,314,,,,,,,0.696629213,2.48,,2.036135756,,,,,,,,,2.272727273,3.262463343,3.262463346,,,,,,,,,,1,garcia,0
Hyperemic,313,,,,,,,0.868131868,2.46875,,1.469533299,,,,,,,,,1.904761905,2.073538276,2.194092828,,,,,,,,,,1,garcia,0
Hyperemic,312,,,,,,,0.968085106,2.459459459,,0.741369816,,,,,,,,,2.466666667,2.629304029,2.547985349,,,,,,,,,,0,garcia,0
Hyperemic,96,3.92E-01,0.9,0.745,7.430936759,12.285924,37.16366309,0.926318414,2.445656045,0.19453334,1.119429809,338.0850954,895.7689062,0.193373337,0.291046815,0.24,0,0.24,LAD,3.648280537,3.901269952,3.93847351,,1898.255739,1001.229248,4.08200339,0.510938158,7.018690654,0.003639622,0,0,0,mine,0
Hyperemic,311,,,,,,,0.708860759,2.434782609,,2.038924173,,,,,,,,,2.090909091,2.875,2.949675327,,,,,,,,,,1,garcia,0
Hyperemic,310,,,,,,,0.928571429,2.418604651,,1.036805085,,,,,,,,,1.954545455,2.349213287,2.104895104,,,,,,,,,,1,garcia,0
Hyperemic,309,,,,,,,0.833333333,2.413793103,,1.621984049,,,,,,,,,2.636363636,3.502597403,3.163636364,,,,,,,,,,0,garcia,0
Hyperemic,307,,,,,,,0.727272727,2.4,,1.877773264,,,,,,,,,3.296703297,4.441391941,4.532967035,,,,,,,,,,1,garcia,0
Hyperemic,308,,,,,,,0.75,2.4,,1.826620742,,,,,,,,,1.875,1.796875,2.5,,,,,,,,,,0,garcia,0
Hyperemic,306,,,,,,,0.918604651,2.393939394,,1.20872217,,,,,,,,,2.75,3.098101266,2.993670887,,,,,,,,,,0,garcia,0
Hyperemic,305,,,,,,,0.916666667,2.391304348,,1.075136346,,,,,,,,,1.703703704,1.827609428,1.858585858,,,,,,,,,,1,garcia,0
Hyperemic,304,,,,,,,0.870588235,2.387096774,,1.459321307,,,,,,,,,2.384615385,2.352390852,2.73908524,,,,,,,,,,0,garcia,0
Hyperemic,303,,,,,,,0.696629213,2.384615385,,2.002069078,,,,,,,,,2.166666667,2.830645161,3.110215056,,,,,,,,,,1,garcia,0
Hyperemic,302,,,,,,,0.927536232,2.37037037,,1.236894486,,,,,,,,,3.698630137,4.045376712,3.987585616,,,,,,,,,,0,garcia,0
Hyperemic,301,,,,,,,0.739583333,2.366666667,,1.844349509,,,,,,,,,1.428571429,1.830985915,1.931589539,,,,,,,,,,0,garcia,0
Hyperemic,88,1.97E-01,0.9,0.43,7.529893552,12.589395,39.77078412,0.955572398,2.357370082,0.109601637,0.840807166,,852.1112578,,0.27031677,0.24,0,0.24,LAD,3.709949626,3.719529469,3.88243699,,1891.538202,1044.787504,84.72044972,,9.10442707,,0,,0,mine,0
Hyperemic,92,2.98E-01,0.9,0.745,7.451273023,12.274321,39.09696053,0.942689066,2.350780916,0.142916106,0.96349246,264.7950133,882.3676985,0.186875554,0.258000518,0.24,0,0.24,LAD,3.631626754,3.759671928,3.852412091,,1976.155823,1080.360693,31.29579155,3.203891347,3.099783261,0.000661178,0,0.000208682,0,mine,0
Hyperemic,300,,,,,,,0.757894737,2.322580645,,1.779656458,,,,,,,,,4.769230769,6.623931624,6.292735041,,,,,,,,,,1,garcia,0
Hyperemic,299,,,,,,,0.97,2.30952381,,0.631274683,,,,,,,,,2.1,2.121649485,2.164948454,,,,,,,,,,0,garcia,0
Hyperemic,298,,,,,,,0.638297872,2.307692308,,2.102184231,,,,,,,,,2.166666667,3.286111111,3.394444447,,,,,,,,,,1,garcia,0
Hyperemic,297,,,,,,,0.811764706,2.3,,1.650529483,,,,,,,,,2,2.173913043,2.463768116,,,,,,,,,,0,garcia,0
Hyperemic,89,2.05E-01,1.66,0.58,7.466100356,12.452738,39.70169225,0.932418819,2.299125842,0.166639321,1.023522749,245.4314955,918.1260623,0.238011048,0.272839522,0.24,0,0.24,LAD,3.709513898,3.775228065,3.978377336,,1932.360311,947.215095,4.362939739,34.17916655,4.362939739,0,0,,0,mine,0
Hyperemic,296,,,,,,,0.87037037,2.292682927,,1.321212332,,,,,,,,,2.157894737,2.180851064,2.479283316,,,,,,,,,,0,garcia,0
Hyperemic,295,,,,,,,0.823529412,2.27027027,,1.519521066,,,,,,,,,2.176470588,2.642857143,2.642857142,,,,,,,,,,0,garcia,0
Hyperemic,293,,,,,,,0.755555556,2.266666667,,1.788832181,,,,,,,,,1.764705882,2.179930796,2.335640137,,,,,,,,,,0,garcia,0
Hyperemic,294,,,,,,,0.790697674,2.266666667,,1.701682005,,,,,,,,,4.285714286,5.168067227,5.42016807,,,,,,,,,,1,garcia,0
Hyperemic,292,,,,,,,0.802631579,2.259259259,,1.71401574,,,,,,,,,1.588235294,2.135004822,1.978784956,,,,,,,,,,1,garcia,0
Hyperemic,84,1.08E-01,0.9,0.43,7.540075138,12.704771,42.21282728,0.96035682,2.243043135,0.092592005,0.741683326,183.8713694,900.4731888,0.303482863,0.233522831,0.24,0,0.24,LAD,3.763306141,3.679783439,3.91865405,0.910454563,1902.305428,1068.732764,81.25501416,52.91063063,5.294938493,0,0,0,0,mine,0
Hyperemic,85,1.12E-01,1.66,0.58,7.519632253,12.671243,41.36921383,0.939570554,2.237341368,0.143896911,0.941928483,213.6075109,876.1074507,0.269883511,0.277690914,0.24,0,0.24,LAD,3.759990445,3.728491011,4.001818097,,1885.374155,947.585162,11.02711936,54.24575856,11.02711936,0,0,0,0,mine,0
Hyperemic,93,3.09E-01,1.66,0.9,7.324861253,12.241098,39.04750883,0.886044388,2.23575253,0.287543774,1.267664916,430.0645836,917.5520625,0.211127367,0.278607453,0.24,0,0.24,LAD,3.624225776,3.986197024,4.090343355,0.916566429,1945.891685,854.119079,1.7536832,3.909043777,9.163103881,0.000688442,0,0,0,mine,0
Hyperemic,291,,,,,,,0.972222222,2.234042553,,0.533577548,,,,,,,,,2.473684211,2.403007519,2.544360903,,,,,,,,,,0,garcia,0
Hyperemic,290,,,,,,,0.98,2.227272727,,0.414776652,,,,,,,,,2.933333333,2.963265306,2.993197279,,,,,,,,,,0,garcia,0
Hyperemic,289,,,,,,,0.819672131,2.222222222,,1.436649663,,,,,,,,,1.875,2.04375,2.2875,,,,,,,,,,1,garcia,0
Hyperemic,288,,,,,,,0.947916667,2.219512195,,0.8740543,,,,,,,,,2.411764706,2.597285068,2.544279249,,,,,,,,,,0,garcia,0
Hyperemic,94,3.09E-01,2,0.745,7.376683494,12.306007,39.89593939,0.900714404,2.216615288,0.244337126,1.187615046,388.5264911,953.3500624,0.215643486,0.242751913,0.24,0,0.24,LAD,3.667400683,3.913683622,4.071657637,,1927.829155,1019.421368,0.369178938,,14.46038771,0.007449043,0,0,0,mine,0
Hyperemic,90,2.05E-01,2,0.58,7.431015115,12.107212,40.53392954,0.927742771,2.212383998,0.172311487,1.029049801,247.9728486,814.4667631,0.240318246,0.237581623,0.24,0,0.24,LAD,3.609858286,3.836142508,3.891012031,,1797.326989,960.002738,7.873676305,35.96565057,7.873676305,0,0,0,0,mine,0
Hyperemic,287,,,,,,,0.895833333,2.205128205,,1.218522795,,,,,,,,,2.785714286,3.077242525,3.109634553,,,,,,,,,,0,garcia,0
Hyperemic,286,,,,,,,0.679012346,2.2,,2.01974534,,,,,,,,,2.083333333,2.916666667,3.068181816,,,,,,,,,,1,garcia,0
Hyperemic,285,,,,,,,0.333333333,2.197802198,,3.084629216,,,,,,,,,0.91,1.0465,2.730000003,,,,,,,,,,0,garcia,0
Hyperemic,284,,,,,,,0.79,2.194444444,,1.610266303,,,,,,,,,2.4,2.612658228,3.037974684,,,,,,,,,,1,garcia,0
Hyperemic,283,,,,,,,0.716814159,2.189189189,,1.76939854,,,,,,,,,2.3125,3.083333333,3.226080248,,,,,,,,,,1,garcia,0
Hyperemic,282,,,,,,,0.862903226,2.183673469,,1.250708771,,,,,,,,,2.041666667,2.308800623,2.366043614,,,,,,,,,,0,garcia,0
Hyperemic,281,,,,,,,0.835164835,2.171428571,,1.48860718,,,,,,,,,2.916666667,3.530701754,3.492324562,,,,,,,,,,0,garcia,0
Hyperemic,86,1.11E-01,2,0.43,7.493182552,12.631045,42.4966948,0.937620958,2.170643458,0.144410871,0.931799014,212.6642977,979.6508653,0.313194197,0.231332998,0.24,0,0.24,LAD,3.78191645,3.756206726,4.0335238,0.924852969,2003.333109,949.370312,4.646975944,65.27433742,4.646975944,0,0,0,0,mine,0
Hyperemic,97,4.06E-01,1.66,0.9,7.189452103,11.819316,38.62075103,0.849483843,2.167709265,0.384086491,1.398162597,603.2531883,825.1230003,0.207901898,0.278591463,0.24,0,0.24,LAD,3.530684529,4.22580652,4.156270374,0.915987847,1800.281676,956.872246,0.683688322,5.910061844,11.24438304,0,0,0,0,mine,0
Hyperemic,280,,,,,,,0.52,2.166666667,,2.321470763,,,,,,,,,1.043478261,1.204013378,2.006688963,,,,,,,,,,0,garcia,0
Hyperemic,279,,,,,,,0.855932203,2.14893617,,1.286905215,,,,,,,,,1.88,2.196435644,2.196435645,,,,,,,,,,1,garcia,0
Hyperemic,278,,,,,,,0.756302521,2.142857143,,1.616551427,,,,,,,,,2.8,3.173333333,3.702222222,,,,,,,,,,1,garcia,0
Hyperemic,276,,,,,,,0.744186047,2.133333333,,1.788832181,,,,,,,,,2.142857143,2.678571429,2.879464284,,,,,,,,,,1,garcia,0
Hyperemic,277,,,,,,,0.96,2.133333333,,0.696286973,,,,,,,,,2.5,2.552083333,2.604166667,,,,,,,,,,0,garcia,0
Hyperemic,275,,,,,,,0.757894737,2.117647059,,1.699422011,,,,,,,,,3.090909091,3.648989899,4.078282828,,,,,,,,,,1,garcia,0
Hyperemic,52,3.03E-01,0.9,0.61,7.382394908,12.34426,42.32404556,0.912696236,2.112068729,0.202029485,1.079381863,322.0827865,1106.017478,0.243759665,0.192953501,0.24,0,0.24,LCX,3.669399535,4.100138644,4.020395167,0.890435767,2187.311718,1046.328859,3.207490599,11.47801754,10.41412038,0,0,6.92E-05,0,mine,1
Hyperemic,274,,,,,,,0.847826087,2.108108108,,1.410376597,,,,,,,,,2.466666667,2.751282051,2.90940171,,,,,,,,,,0,garcia,0
Hyperemic,273,,,,,,,0.888888889,2.105263158,,1.241084816,,,,,,,,,2.923076923,3.361538462,3.288461538,,,,,,,,,,0,garcia,0
Hyperemic,272,,,,,,,0.530120482,2.095238095,,2.347278027,,,,,,,,,1.4,1.877272727,2.640909091,,,,,,,,,,0,garcia,0
Hyperemic,269,,,,,,,0.757575758,2.083333333,,1.66825825,,,,,,,,,1.5,2.04,1.979999999,,,,,,,,,,0,garcia,0
Hyperemic,270,,,,,,,0.909090909,2.083333333,,1.038169535,,,,,,,,,3,3.06,3.3,,,,,,,,,,0,garcia,0
Hyperemic,271,,,,,,,0.949367089,2.083333333,,0.890106999,,,,,,,,,3.272727273,3.578181818,3.447272726,,,,,,,,,,0,garcia,0
Hyperemic,91,2.05E-01,2.5,0.58,7.447860241,12.426984,42.84841928,0.910272573,2.082481476,0.205274454,1.080954381,259.123871,856.0939946,0.233978022,0.265448142,0.24,0,0.24,LAD,3.706509232,3.870708035,4.07186742,,1853.613765,999.603756,6.813019877,48.15929761,8.349790135,0,0,0,0,mine,0
Hyperemic,267,,,,,,,0.801980198,2.076923077,,1.519552791,,,,,,,,,2.294117647,2.803921569,2.860566449,,,,,,,,,,0,garcia,0
Hyperemic,268,,,,,,,0.861702128,2.076923077,,1.332466148,,,,,,,,,2.6,2.888888889,3.017283949,,,,,,,,,,0,garcia,0
Hyperemic,98,4.06E-01,2,0.9,7.178217184,11.764026,39.83858546,0.839146427,2.074949387,0.397741101,1.399850842,638.2716611,772.7755377,0.210204485,0.253801718,0.24,0,0.24,LAD,3.495736127,4.285105704,4.165823765,,1779.039753,904.389907,0.419260941,4.804038088,6.716936457,0,0,0,0,mine,0
Hyperemic,266,,,,,,,0.830357143,2.066666667,,1.372980583,,,,,,,,,2.8125,3.175403226,3.387096774,,,,,,,,,,0,garcia,0
Hyperemic,58,5.95E-01,3,0.76,6.725018759,10.989131,30.86840386,0.640768073,2.06008946,1.154941915,1.973600249,595.7586515,888.6050457,0.098250316,0.19098163,0.24,0,0.24,LCX,3.275656845,4.573567643,5.112078741,0.932497011,1735.756854,814.901746,0.734339432,0.73899006,20.87221544,0,0,0,1,mine,1
Hyperemic,265,,,,,,,0.875,2.058823529,,1.337694175,,,,,,,,,3.4,3.885714286,3.885714286,,,,,,,,,,0,garcia,0
Hyperemic,87,1.12E-01,2.5,0.58,7.489532218,12.616206,44.02522207,0.919080649,2.054549106,0.180890306,1.014268018,228.7479914,905.6923312,0.300275006,0.259883873,0.24,0,0.24,LAD,3.754014314,3.839395805,4.08453199,,1941.872063,1040.859337,1.55194948,67.94763266,1.55194948,0,0,0,0,mine,0
Hyperemic,264,,,,,,,0.917647059,2.052631579,,1.086182856,,,,,,,,,2,2.307692308,2.179487179,,,,,,,,,,0,garcia,0
Hyperemic,263,,,,,,,0.808080808,2.051282051,,1.497276396,,,,,,,,,2.6,3.2825,3.2175,,,,,,,,,,0,garcia,0
Hyperemic,262,,,,,,,0.871287129,2.046511628,,1.247658451,,,,,,,,,1.592592593,2.026936027,1.827861953,,,,,,,,,,1,garcia,0
Hyperemic,261,,,,,,,0.865853659,2.028571429,,1.353908606,,,,,,,,,2.1875,2.095070423,2.526408449,,,,,,,,,,0,garcia,0
Hyperemic,260,,,,,,,0.852941176,2.023255814,,1.309806357,,,,,,,,,1.592592593,1.775649212,1.867177524,,,,,,,,,,1,garcia,0
Hyperemic,95,3.09E-01,2.5,0.9,7.273192149,11.947408,41.88027773,0.858090045,2.004980883,0.331581456,1.299134961,446.4925804,817.6658758,0.195722599,0.259829334,0.24,0,0.24,LAD,3.541122688,4.09423136,4.126749527,,1745.855132,947.325016,0.639824267,0.718528261,6.52774308,0.022534019,0,0,0,mine,0
Hyperemic,257,,,,,,,0.8,2,,1.543319513,,,,,,,,,2,2.527777778,2.5,,,,,,,,,,0,garcia,0
Hyperemic,258,,,,,,,0.947368421,2,,0.890106999,,,,,,,,,2.25,2.53125,2.375,,,,,,,,,,0,garcia,0
Hyperemic,259,,,,,,,0.979591837,2,,0.33919953,,,,,,,,,2.666666667,2.916666667,2.722222222,,,,,,,,,,0,garcia,0
Hyperemic,99,4.06E-01,2.5,0.9,7.108032046,11.659506,40.38169596,0.815711656,1.990080358,0.449605706,1.447201539,631.8463008,780.5529543,0.191434881,0.258724209,0.24,0,0.24,LAD,3.442282348,4.305304055,4.219974453,,1732.2124,847.591193,0.658035401,3.42896688,8.491129764,0.00035535,0,0,0,mine,0
Hyperemic,256,,,,,,,0.738095238,1.987179487,,1.754765502,,,,,,,,,3.627906977,4.681170293,4.915228808,,,,,,,,,,1,garcia,0
Hyperemic,255,,,,,,,0.8125,1.97826087,,1.397355641,,,,,,,,,3.066666667,3.504761905,3.774358975,,,,,,,,,,0,garcia,0
Hyperemic,254,,,,,,,0.833333333,1.976744186,,1.36416402,,,,,,,,,2.15,2.630588235,2.580000001,,,,,,,,,,0,garcia,0
Hyperemic,253,,,,,,,0.954545455,1.976470588,,0.745934141,,,,,,,,,2.428571429,2.717687075,2.544217686,,,,,,,,,,0,garcia,0
Hyperemic,252,,,,,,,0.782178218,1.975,,1.538954708,,,,,,,,,1.538461538,1.927945472,1.966893865,,,,,,,,,,0,garcia,0
Hyperemic,100,4.98E-01,0.9,0.69,6.901138759,11.167432,38.57780826,0.767591141,1.957754902,0.592762943,1.587097775,557.9601137,826.5679107,0.184884166,0.285738908,0.24,0,0.24,LAD,3.293378639,4.15382434,4.290537585,0.851986068,2780.484192,905.946114,6.841795528,2.343825946,4.308568546,0.001186836,0,0.000363663,1,mine,0
Hyperemic,251,,,,,,,0.45,1.956521739,,2.417559027,,,,,,,,,1.4375,1.756944444,3.194444444,,,,,,,,,,0,garcia,0
Hyperemic,249,,,,,,,0.84,1.953488372,,1.337835081,,,,,,,,,2.047619048,2.583900227,2.437641724,,,,,,,,,,0,garcia,0
Hyperemic,250,,,,,,,0.884210526,1.953488372,,1.175107784,,,,,,,,,2.388888889,2.616402116,2.701719578,,,,,,,,,,0,garcia,0
Hyperemic,248,,,,,,,0.710280374,1.948717949,,1.709884489,,,,,,,,,1.625,2.202302632,2.287828947,,,,,,,,,,0,garcia,0
Hyperemic,247,,,,,,,0.897435897,1.944444444,,1.015045736,,,,,,,,,2.7,2.982857143,3.00857143,,,,,,,,,,0,garcia,0
Hyperemic,246,,,,,,,0.883116883,1.942857143,,1.26675843,,,,,,,,,2.058823529,2.603806228,2.331314879,,,,,,,,,,0,garcia,0
Hyperemic,245,,,,,,,0.7,1.931034483,,1.856067255,,,,,,,,,2.071428571,2.62627551,2.959183673,,,,,,,,,,1,garcia,0
Hyperemic,244,,,,,,,0.772727273,1.924528302,,1.429221525,,,,,,,,,1.177777778,1.270152505,1.524183006,,,,,,,,,,0,garcia,0
Hyperemic,243,,,,,,,0.776595745,1.921052632,,1.563304111,,,,,,,,,1.9,2.394520548,2.446575341,,,,,,,,,,0,garcia,0
Hyperemic,242,,,,,,,0.94,1.918367347,,0.7984111,,,,,,,,,3.0625,3.355718085,3.257978723,,,,,,,,,,0,garcia,0
Hyperemic,241,,,,,,,0.758241758,1.916666667,,1.630469689,,,,,,,,,2,2.492753623,2.63768116,,,,,,,,,,1,garcia,0
Hyperemic,240,,,,,,,0.858974359,1.914285714,,1.353908606,,,,,,,,,3.5,4.179104478,4.074626866,,,,,,,,,,0,garcia,0
Hyperemic,239,,,,,,,0.701149425,1.90625,,1.805325401,,,,,,,,,1.333333333,1.704918033,1.901639345,,,,,,,,,,0,garcia,0
Hyperemic,238,,,,,,,0.647058824,1.896551724,,1.952977268,,,,,,,,,2.230769231,3.163636364,3.447552445,,,,,,,,,,1,garcia,0
Hyperemic,237,,,,,,,0.653061224,1.882352941,,1.869173092,,,,,,,,,2,2.75,3.062500002,,,,,,,,,,1,garcia,0
Hyperemic,235,,,,,,,0.666666667,1.875,,1.867473308,,,,,,,,,1.777777778,2.666666667,2.666666666,,,,,,,,,,0,garcia,0
Hyperemic,236,,,,,,,0.697674419,1.875,,1.805325401,,,,,,,,,2.461538462,3.487179487,3.528205127,,,,,,,,,,1,garcia,0
Hyperemic,234,,,,,,,0.702970297,1.868421053,,1.718206071,,,,,,,,,2.923076923,4.158179848,4.158179848,,,,,,,,,,1,garcia,0
Hyperemic,233,,,,,,,0.78,1.857142857,,1.49657611,,,,,,,,,3.230769231,3.727810651,4.142011835,,,,,,,,,,1,garcia,0
Hyperemic,2,4.53E-01,1.5,0.68,6.758107023,10.629883,41.88579453,0.760538535,1.845525918,0.58107817,1.542722082,,,,,0.24,0,0.24,LAD,3.160269652,4.412918766,4.155305098,,1900.432391,745.969052,3.471682725,,,,,,1,mine,0
Hyperemic,231,,,,,,,0.861702128,1.840909091,,1.227690009,,,,,,,,,2,2.148148148,2.320987653,,,,,,,,,,0,garcia,0
Hyperemic,232,,,,,,,0.931034483,1.840909091,,0.891897907,,,,,,,,,2.2,2.444444444,2.362962962,,,,,,,,,,0,garcia,0
Hyperemic,230,,,,,,,0.85,1.837837838,,1.343429807,,,,,,,,,3.083333333,3.31004902,3.62745098,,,,,,,,,,0,garcia,0
Hyperemic,1,4.53E-01,1.2,0.68,6.834801517,11.063105,44.15254786,0.782795739,1.829608493,0.507665975,1.461176566,834.9112971,1020.278409,0.255296529,0.275192312,0.24,0,0.24,LAD,3.292957311,4.360033056,4.206662287,,2024.27804,833.409859,6.081414577,5.800368903,1.662341546,0,0,,1,mine,0
Hyperemic,229,,,,,,,0.703296703,1.828571429,,1.743879685,,,,,,,,,2.5,3.5546875,3.554687501,,,,,,,,,,1,garcia,0
Hyperemic,228,,,,,,,0.79245283,1.826086957,,1.417559027,,,,,,,,,1.642857143,2.092687075,2.073129252,,,,,,,,,,0,garcia,0
Hyperemic,227,,,,,,,0.875,1.82,,1.116655353,,,,,,,,,2.173913043,2.269469661,2.484472049,,,,,,,,,,0,garcia,0
Hyperemic,226,,,,,,,0.715517241,1.804347826,,1.593650286,,,,,,,,,2.875,3.983433735,4.018072291,,,,,,,,,,1,garcia,0
Hyperemic,38,1.22E-15,0.1,0.251,7.461479057,12.545064,54.9856299,0.964578422,1.800845216,0.066131252,0.480711818,936.3744589,936.3744589,0.246738978,0.253257595,0.24,0,0.24,LAD,3.748997458,1.014896035,3.886669421,0.903215595,1929.592179,1010.994858,,4.36929602,25.64289425,0,0,0,0,mine,0
Hyperemic,225,,,,,,,0.741176471,1.8,,1.654938602,,,,,,,,,2.916666667,3.75,3.935185183,,,,,,,,,,1,garcia,0
Hyperemic,224,,,,,,,0.886075949,1.794871795,,1.172765305,,,,,,,,,2.6,2.822857143,2.934285716,,,,,,,,,,0,garcia,0
Hyperemic,223,,,,,,,0.581081081,1.791666667,,2.13159122,,,,,,,,,1.5,1.988372093,2.581395349,,,,,,,,,,0,garcia,0
Hyperemic,222,,,,,,,0.875,1.790697674,,1.175107784,,,,,,,,,2.388888889,2.637085137,2.73015873,,,,,,,,,,0,garcia,0
Hyperemic,4,4.41E-01,2,0.67,6.762165207,10.876202,42.88318484,0.747936725,1.790297889,0.60335097,1.548837263,1001.101171,841.115741,0.209748562,0.230608509,0.24,0,0.24,LAD,3.218754014,4.546714831,4.303511119,0.906541545,1783.614223,781.208763,0.274954231,7.17779982,1.661024745,0,0,0,1,mine,0
Hyperemic,221,,,,,,,0.755555556,1.789473684,,1.583507497,,,,,,,,,1.80952381,2.075630252,2.394957982,,,,,,,,,,0,garcia,0
Hyperemic,3,4.53E-01,1.7,0.68,6.790127793,8.919556,45.36924175,0.745970665,1.785816658,0.608133588,1.52779175,,,,,0.24,0,0.24,LAD,2.652342117,4.523932556,3.555558201,,2082.036108,853.378861,1.139296282,,,,,,1,mine,0
Hyperemic,220,,,,,,,0.771186441,1.784313725,,1.416875421,,,,,,,,,2.217391304,2.63162924,2.875298613,,,,,,,,,,1,garcia,0
Hyperemic,219,,,,,,,0.963855422,1.777777778,,0.571348237,,,,,,,,,5.487804878,5.693597561,5.693597559,,,,,,,,,,0,garcia,0
Hyperemic,6,4.81E-01,1.5,0.71,6.671608126,9.237415,40.47352857,0.71822657,1.773689614,0.695850903,1.635899406,,,,,0.24,0,0.24,LAD,2.770826609,4.548208842,3.857872608,,1967.172652,818.044982,6.527799849,,,,,,1,mine,0
Hyperemic,218,,,,,,,0.277108434,1.769230769,,2.950916555,,,,,,,,,1.007751938,2.409841591,3.636670034,,,,,,,,,,0,garcia,0
Hyperemic,217,,,,,,,0.74,1.761904762,,1.569126777,,,,,,,,,1.909090909,2.167076167,2.57985258,,,,,,,,,,0,garcia,0
Hyperemic,216,,,,,,,0.92920354,1.75,,0.747439496,,,,,,,,,2.068965517,2.266009852,2.226600985,,,,,,,,,,0,garcia,0
Hyperemic,215,,,,,,,0.873873874,1.732142857,,1.050403991,,,,,,,,,2.153846154,2.464710547,2.464710547,,,,,,,,,,0,garcia,0
Hyperemic,104,6.18E-01,0.9,0.79,6.229532207,9.86633,34.47530602,0.609222657,1.731645437,1.110739719,1.908658452,586.509031,680.2403064,0.125882425,0.325768403,0.24,0,0.24,LAD,2.922150081,4.360514048,4.796522334,0.866758805,3936.998691,790.071542,18.38869241,2.632548017,2.610195742,0,0,0,1,mine,0
Hyperemic,214,,,,,,,0.894230769,1.722222222,,0.977257175,,,,,,,,,2.571428571,2.903225806,2.875576037,,,,,,,,,,0,garcia,0
Hyperemic,213,,,,,,,0.395604396,1.714285714,,2.49657611,,,,,,,,,1.4,2.372222222,3.538888885,,,,,,,,,,0,garcia,0
Hyperemic,18,4.53E-01,2.5,0.68,6.511574356,10.717489,44.32141733,0.698815174,1.71049844,0.737213779,1.621534084,,,,,0.24,0,0.24,LAD,3.190504655,4.595104754,4.565591554,,1876.517458,769.259048,0.249105435,,,,,,1,mine,0
Hyperemic,212,,,,,,,0.895238095,1.709090909,,0.961319316,,,,,,,,,2.75,3.188829787,3.071808511,,,,,,,,,,0,garcia,0
Hyperemic,211,,,,,,,0.674698795,1.696969697,,1.794987894,,,,,,,,,1.941176471,3.085084034,2.877100842,,,,,,,,,,0,garcia,0
Hyperemic,210,,,,,,,0.616161616,1.694444444,,1.867830605,,,,,,,,,1.714285714,2.304449649,2.782201405,,,,,,,,,,0,garcia,0
Hyperemic,209,,,,,,,0.85046729,1.685185185,,1.139984473,,,,,,,,,2.7,3.026373626,3.174725274,,,,,,,,,,0,garcia,0
Hyperemic,208,,,,,,,0.87,1.673076923,,1.082588675,,,,,,,,,3.466666667,3.944827586,3.98467433,,,,,,,,,,0,garcia,0
Hyperemic,206,,,,,,,0.833333333,1.666666667,,1.270318241,,,,,,,,,3.461538462,4.153846154,4.153846156,,,,,,,,,,0,garcia,0
Hyperemic,207,,,,,,,0.9,1.666666667,,0.93586449,,,,,,,,,1.636363636,1.727272727,1.818181818,,,,,,,,,,1,garcia,0
Hyperemic,205,,,,,,,0.679487179,1.65625,,1.788292062,,,,,,,,,2.909090909,4.061749571,4.281303605,,,,,,,,,,1,garcia,0
Hyperemic,204,,,,,,,0.91,1.654545455,,0.87416914,,,,,,,,,3.055555556,3.290598291,3.357753358,,,,,,,,,,0,garcia,0
Hyperemic,203,,,,,,,0.622807018,1.651162791,,1.767183554,,,,,,,,,2.6875,4.012323944,4.315140842,,,,,,,,,,1,garcia,0
Hyperemic,202,,,,,,,0.88,1.62962963,,1.015045736,,,,,,,,,2.454545455,2.789256198,2.789256199,,,,,,,,,,0,garcia,0
Hyperemic,201,,,,,,,0.764705882,1.625,,1.351433987,,,,,,,,,2.074074074,2.347578348,2.712250713,,,,,,,,,,1,garcia,0
Hyperemic,200,,,,,,,0.336633663,1.619047619,,2.582288223,,,,,,,,,1.3125,2.007352941,3.898897063,,,,,,,,,,0,garcia,0
Hyperemic,22,4.81E-01,2.5,0.71,6.33915646,9.590172,40.71175241,0.661776337,1.617268734,0.826561069,1.708109429,,,,,0.24,0,0.24,LAD,2.851410576,4.639312027,4.308722476,,1733.477824,736.532308,0.563536841,,,,,,1,mine,0
Hyperemic,10,5.58E-01,1.5,0.78,4.644740483,7.042027,37.77470077,0.603438553,1.616243971,1.062146336,1.849537602,1425.093652,723.0299951,0.211911703,0.243144655,0.24,0,0.24,LAD,2.115879885,4.650768173,3.506371734,0.879668812,2343.246802,828.28908,6.554413139,7.991082505,0.95519676,0,0.000233443,0.000106674,1,mine,0
Hyperemic,101,4.83E-01,1.66,0.69,6.536936839,10.566863,41.91661782,0.680458125,1.612321247,0.757143072,1.657346,1344.240708,654.3807928,0.217407951,0.255625967,0.24,0,0.24,LAD,3.118091539,4.633779081,4.582341551,0.91272377,2187.223462,817.744377,2.430251485,7.05816439,1.879681446,0,0,0,1,mine,0
Hyperemic,199,,,,,,,0.88372093,1.610169492,,1.052768012,,,,,,,,,2.025751073,2.372261125,2.292297267,,,,,,,,,,0,garcia,0
Hyperemic,8,4.81E-01,2,0.71,6.467248103,9.958848,43.60851241,0.696882978,1.605385816,0.698280461,1.605012897,,,,,0.24,0,0.24,LAD,2.970539045,4.645729926,4.262608124,,1837.066068,768.942716,0.29983334,,,,,,1,mine,0
